cluster,child_health_immunisation,education,energy,maternal_health,ncd,nutrition,population_household,tobacco_alcohol,wash,women_empowerment
0,0.0331788882489278,-0.3995708529204391,1.0022593111809495,-0.0011693087011071396,-0.27907255891385463,-0.20284185685739944,0.3902633858823509,0.030935249374233975,0.3723367102422693,0.03576076948873868
1,-0.735083653105086,0.20834708518145126,-0.421733221434625,-0.9255835040796238,-0.019493349937919558,0.5735014244504582,-0.3945116996721045,-1.0914731889018687,-0.11877732192020195,-0.4166898776829956
2,0.030978289720464437,0.7478421800570283,0.805459096167134,0.18002308967205707,-0.5210227067929123,-0.05890801968490809,0.19159089860465908,0.45444158708613874,0.5777921452502266,0.4718479241864881
3,0.22247048950003506,1.331353378275087,0.7874210846681726,0.3505826668997575,-0.5808844752146234,0.07952504346102032,0.798872167079362,0.527691375889396,0.5248704741960701,0.4569061996213304
4,0.2931925814697734,-0.5786580022205787,-0.317652725492903,0.27341789266845873,0.23861966424951672,0.003941552976472947,0.067817818922362,-0.10654293116787024,-0.2998608438517978,0.1725463847783373
5,0.5160332041188378,0.24499599475550274,0.21779594942650368,0.29226414255664657,0.14243036278101218,0.17338811766946977,0.21519354876856872,0.1643138294037074,0.10795615494311175,0.3131911074339947
6,-0.3414516120697773,-0.7331146915996547,-0.8969703800632618,-0.4089651297632134,0.3965542200633685,-0.37609747191290377,-0.7926496140736177,0.04274150400189673,-0.3719070956855327,-0.5654367000293788
7,-0.39379139528880885,0.09193478331938727,-0.14232764680792476,-0.12104310418247653,-0.015508870302641163,0.05710643607474426,0.04417349700706163,-0.25492974893376047,-0.20312836253773786,-0.48939630257444544
