district_a,district_b,score_a,score_b,score_gap,cluster_a,cluster_b,biggest_domain_gap,row_a,row_b
South District (Sikkim),Jaunpur (Uttar Pradesh),0.6006029378417962,0.6020142215498994,0.0014112837081031726,2,6,0.41300985356858044,523,644
Upper Subansiri (Arunachal Pradesh),Shrawasti (Uttar Pradesh),0.4762594880756459,0.4801236279940945,0.003864139918448639,1,6,0.4130088468737739,33,677
Janjgir - Champa (Chhattisgarh),Y.S.R. (Andhra Pradesh),0.6241594031066753,0.6285320769238938,0.004372673817218509,4,0,0.41283403548438014,118,15
Panna (Madhya Pradesh),Bharuch (Gujarat),0.5303739551013725,0.5327067347321826,0.0023327796308100224,6,7,0.4127930793687729,327,144
Lakhimpur (Assam),Khammam (Telangana),0.5951017091141261,0.5953169286270836,0.00021521951295755404,4,0,0.4127603359013534,58,566
Kurung Kumey (Arunachal Pradesh),Darrang (Assam),0.5302289963683796,0.5314317022286554,0.0012027058602758212,1,7,0.4127552837016575,22,43
Doda (Jammu Kashmir),Aizawl (Mizoram),0.5601382202342384,0.5626807887610773,0.002542568526838873,1,7,0.4126532281381273,210,402
Samastipur (Bihar),Cachar (Assam),0.507707206375643,0.517274294156777,0.00956708778113391,6,7,0.41264266046052167,99,40
Rewa (Madhya Pradesh),Dima Hasao (Assam),0.5585230867517468,0.5589918485953556,0.00046876184360877815,6,7,0.4125963488489566,331,47
Cuttack (Odisha),Barwani (Madhya Pradesh),0.6101285564233092,0.6113329411038655,0.0012043846805562808,5,4,0.41258007081601805,438,301
Muktsar (Punjab),Lunglei (Mizoram),0.5710787043728279,0.5732887556949391,0.0022100513221111617,2,7,0.4122312660472952,480,406
Dibrugarh (Assam),Jalaun (Uttar Pradesh),0.5882560169811148,0.5889928583982545,0.0007368414171396998,7,6,0.4122197844819351,46,643
Kolkata (West Bengal),Birbhum (West Bengal),0.6000909016536673,0.6032778223476298,0.003186920693962536,2,5,0.4121729518050369,692,685
Yadgir (Karnataka),Anand (Gujarat),0.5721075778301331,0.5755256980640651,0.003418120233931954,4,7,0.4121561782902693,279,141
Gautam Buddha Nagar (Uttar Pradesh),Jashpur (Chhattisgarh),0.594192248636629,0.594422859419927,0.000230610783298002,2,4,0.41214277532103427,635,119
Rohtas (Bihar),Mamit (Mizoram),0.6041891557543503,0.6054204224032614,0.0012312666489111557,6,7,0.41210105033698113,97,407
Bhojpur (Bihar),East Jantia Hills (Meghalaya),0.5082801785610377,0.5106691366187847,0.0023889580577469705,6,1,0.4120273469379713,75,392
Kapurthala (Punjab),Jajapur (Odisha),0.5837130637206458,0.5858190871219754,0.002106023401329593,2,5,0.4120125542323283,476,444
Nagaon (Assam),Budaun (Uttar Pradesh),0.5222872233699014,0.5260500529395137,0.0037628295696122693,7,6,0.4119741250633726,61,624
Baleshwar (Odisha),Thane (Maharashtra),0.6053449012511959,0.6060805519057342,0.000735650654538289,5,2,0.4118408558998191,434,378
Salem (Tamil Nadu),Gariyaband (Chhattisgarh),0.6400386946519365,0.6435378299529959,0.003499135301059386,3,4,0.4118346396376338,542,117
Ratlam (Madhya Pradesh),Amravati (Maharashtra),0.6713953597362011,0.676065935631186,0.004670575894984874,4,5,0.4117580943641589,330,348
North Tripura (Tripura),Siddharthnagar (Uttar Pradesh),0.5336544757117031,0.5375449361791741,0.003890460467470991,7,6,0.4117462600640878,591,678
Ganderbal (Jammu Kashmir),Umaria (Madhya Pradesh),0.6156180406859235,0.6169268510101494,0.0013088103242259175,5,4,0.4117232156315056,211,344
Nagpur (Maharashtra),Jamnagar (Gujarat),0.6912908903648683,0.691475160302485,0.00018426993761666566,2,5,0.4116166076090932,364,152
Hassan (Karnataka),Punch (Jammu Kashmir),0.6633537371246797,0.6651183483437413,0.0017646112190615737,2,5,0.4115265164836891,266,218
Ashoknagar (Madhya Pradesh),Jogulamba Gadwal (Telangana),0.5963376316816799,0.5991838182749398,0.0028461865932599695,4,0,0.4115025437324159,299,563
Lunglei (Mizoram),Nicobar (Andaman Nicobar Islands),0.5732887556949391,0.5757717490671338,0.0024829933721947084,7,3,0.41144862453379405,406,0
Bharuch (Gujarat),Saiha (Mizoram),0.5327067347321826,0.5356246320667303,0.0029178973345477255,7,1,0.4113991370866588,144,408
Chitradurga (Karnataka),Jhalawar (Rajasthan),0.656190652951112,0.6591029291459779,0.0029122761948658926,2,4,0.4113027525719529,260,507
Yavatmal (Maharashtra),Jhalawar (Rajasthan),0.6577281938406109,0.6591029291459779,0.0013747353053670253,5,4,0.41126760298057574,381,507
Gomati (Tripura),East Godavari (Andhra Pradesh),0.5204900628753547,0.5215152868899147,0.0010252240145599556,7,0,0.4111192817760735,589,5
Kachchh (Gujarat),Rajouri (Jammu Kashmir),0.6308309931297915,0.6312659493581732,0.0004349562283816333,4,5,0.411046750189871,154,219
Sonipat (Haryana),Ernakulam (Kerala),0.643564758826162,0.6464996536428517,0.002934894816689626,5,3,0.4109905498807701,192,281
Mandla (Madhya Pradesh),Almora (Uttarakhand),0.62609748852888,0.6285802830659845,0.002482794537104427,4,2,0.41096038219168585,322,596
Mahabubnagar (Telangana),Jhabua (Madhya Pradesh),0.6289530802046575,0.6311513208286917,0.0021982406240342867,0,4,0.4109151596360994,569,318
Longding (Arunachal Pradesh),South Tripura (Tripura),0.477430213863294,0.4785536542915121,0.0011234404282181032,1,7,0.41086129882563754,24,593
Thrissur (Kerala),Nadia (West Bengal),0.5967346497432651,0.5976291120545132,0.0008944623112481231,3,5,0.41080998444754624,292,695
Gulbarga (Karnataka),West (NCT Delhi),0.5829106810601363,0.5837111299401948,0.0008004488800584797,7,2,0.41063518287021833,265,431
Ballia (Uttar Pradesh),Kamrup Metropolitan (Assam),0.5396262939504938,0.5423008528057629,0.002674558855269127,6,7,0.4105404454587812,617,54
Dhubri (Assam),Kamrup Metropolitan (Assam),0.5412058523242063,0.5423008528057629,0.0010950004815566405,6,7,0.4104418808270135,45,54
Balangir (Odisha),Erode (Tamil Nadu),0.703682755123121,0.7154017619524314,0.011719006829310485,5,3,0.4104201239093652,433,531
Moga (Punjab),Jajapur (Odisha),0.5842512014457824,0.5858190871219754,0.001567885676193037,2,5,0.4103942478996828,479,444
Kolar (Karnataka),Bemetara (Chhattisgarh),0.6591595923385196,0.66146788955964,0.002308297221120359,2,4,0.41032777553978284,269,111
Haora (West Bengal),Jogulamba Gadwal (Telangana),0.5975916174702169,0.5991838182749398,0.0015922008047228875,2,0,0.41022734740448363,688,563
Mayurbhanj (Odisha),Shahjahanpur (Uttar Pradesh),0.5530306583911615,0.5530996398862615,6.898149510004004e-05,4,6,0.4101695530638879,453,675
Kollam (Kerala),West District (Sikkim),0.6221299737357758,0.6232654278072491,0.0011354540714733075,3,2,0.4100055180985041,285,524
Namakkal (Tamil Nadu),Jalor (Rajasthan),0.6502132158350205,0.650813399697259,0.0006001838622385902,3,4,0.409885739125735,538,506
Shamli (Uttar Pradesh),Thanjavur (Tamil Nadu),0.6064288339470234,0.6071338954044341,0.0007050614574106717,4,3,0.40984296244270924,676,544
Amravati (Maharashtra),Nagaur (Rajasthan),0.676065935631186,0.6766719875593424,0.0006060519281564369,5,4,0.40983458586915156,348,512
Ghazipur (Uttar Pradesh),Medak (Telangana),0.5536223653330554,0.554214999427319,0.0005926340942635777,6,0,0.4096946650402734,637,571
Varanasi (Uttar Pradesh),Rajouri (Jammu Kashmir),0.6303802089488186,0.6312659493581732,0.0008857404093545185,4,5,0.40958766912685163,683,219
East District (Sikkim),Mancherial (Telangana),0.5538036820689684,0.5576243074206787,0.0038206253517103494,2,0,0.40950715417482053,521,570
Balrampur (Uttar Pradesh),Phek (Nagaland),0.4641294009089672,0.4692135606060261,0.005084159697058888,6,1,0.40949959737621205,618,417
Kottayam (Kerala),Aizawl (Mizoram),0.560417011108379,0.5626807887610773,0.002263777652698251,3,7,0.4094481201385114,286,402
Morena (Madhya Pradesh),Jashpur (Chhattisgarh),0.5940224825169502,0.594422859419927,0.0004003769029767845,7,4,0.40937095543670343,324,119
Nagarkurnool (Telangana),Shahdol (Madhya Pradesh),0.6127940827039419,0.613022289944981,0.00022820724103911338,0,4,0.40933770408631476,573,336
Samastipur (Bihar),East Jantia Hills (Meghalaya),0.507707206375643,0.5106691366187847,0.0029619302431416195,6,1,0.40932857147813806,99,392
Shamli (Uttar Pradesh),Central (NCT Delhi),0.6064288339470234,0.6067907197888455,0.00036188584182206274,4,2,0.40930301584700235,676,421
Jaunpur (Uttar Pradesh),Alirajpur (Madhya Pradesh),0.6020142215498994,0.6036400618582448,0.0016258403083454498,6,4,0.4092909090777726,644,297
Nirmal (Telangana),Jajapur (Odisha),0.5830144302496455,0.5858190871219754,0.0028046568723298915,0,5,0.40925468011001,575,444
Saiha (Mizoram),Munger (Bihar),0.5356246320667303,0.5370959275601832,0.0014712954934529288,1,7,0.4091006960908737,408,89
Komaram Bheem Asifabad (Telangana),West Tripura (Tripura),0.5945788386573799,0.5954541872001088,0.0008753485427288599,4,5,0.4090454780544889,567,595
South West (NCT Delhi),Champhai (Mizoram),0.6474000645815928,0.6485637777845585,0.0011637132029657105,2,7,0.40892208140636643,430,403
West District (Sikkim),Gwalior (Madhya Pradesh),0.6232654278072491,0.6248120134884311,0.0015465856811819334,2,4,0.4088993492109105,524,314
Lohardaga (Jharkhand),Ambala (Haryana),0.6165784713759043,0.6194921540666987,0.0029136826907943947,4,2,0.4088050535054664,240,172
Idukki (Kerala),Raigarh (Chhattisgarh),0.6251358583987333,0.6261577290737865,0.0010218706750532158,3,4,0.4086220282104096,282,127
Guna (Madhya Pradesh),Dakshin Dinajpur (West Bengal),0.6425255792124699,0.6451161454710429,0.0025905662585730127,4,5,0.4085750614493403,313,686
Ganganagar (Rajasthan),South Goa (Goa),0.6905297833774895,0.6915133614509863,0.0009835780734968047,5,3,0.40854142813290273,502,138
Mamit (Mizoram),Thanjavur (Tamil Nadu),0.6054204224032614,0.6071338954044341,0.0017134730011726385,7,3,0.408472785895808,407,544
Sonbhadra (Uttar Pradesh),Bid (Maharashtra),0.5417565046860109,0.5435947093180402,0.0018382046320293277,6,7,0.40846173792007656,680,351
Patna (Bihar),Udalguri (Assam),0.4883729469882428,0.4951517335090582,0.006778786520815427,6,7,0.4083260154771313,94,67
Godda (Jharkhand),Azamgarh (Uttar Pradesh),0.5107224686960662,0.5174877250457446,0.006765256349678395,6,7,0.4083015355063235,233,614
West Kameng (Arunachal Pradesh),Jalna (Maharashtra),0.5179377912186482,0.5228645559096242,0.004926764690975971,1,7,0.4080599117622721,34,359
Tonk (Rajasthan),Chittoor (Andhra Pradesh),0.6196361675267663,0.6219657140314667,0.0023295465047004082,4,0,0.4079999960721653,519,4
Virudhunagar (Tamil Nadu),Dausa (Rajasthan),0.6554314111620915,0.6560621205035196,0.0006307093414281706,3,4,0.40799377980998,556,499
Darbhanga (Bihar),Chandel (Manipur),0.4661683851787622,0.4694935792804225,0.0033251941016603226,6,1,0.40795684953370187,77,383
Kupwara (Jammu Kashmir),Kandhamal (Odisha),0.6559997641877434,0.6581365535388186,0.0021367893510751967,5,4,0.4078434304328902,216,447
Davanagere (Karnataka),South Garo Hills (Meghalaya),0.5585972364013564,0.5612785669142928,0.0026813305129363973,2,7,0.40783715897806894,262,396
Jhansi (Uttar Pradesh),Jashpur (Chhattisgarh),0.5943051263989492,0.594422859419927,0.00011773302097783933,6,4,0.4077121431540051,645,119
East Jantia Hills (Meghalaya),Kheda (Gujarat),0.5106691366187847,0.5127736217674782,0.0021044851486935467,1,7,0.40768572202927367,392,155
Hoshangabad (Madhya Pradesh),Khunti (Jharkhand),0.5495965123174836,0.5511237895829644,0.001527277265480742,7,6,0.4075582728019483,316,237
Ghazipur (Uttar Pradesh),Biswanath (Assam),0.5536223653330554,0.5575263722900157,0.0039040069569602487,6,4,0.40718344848679244,637,38
Ramgarh (Jharkhand),Siddipet (Telangana),0.5745180989667685,0.576072279100407,0.0015541801336385053,4,0,0.4071690554761961,245,581
Kannauj (Uttar Pradesh),Devbhumi Dwarka (Gujarat),0.5773254205592606,0.5810609731912736,0.003735552632012973,6,7,0.4071240299059276,647,149
Bhadradri Kothagudem (Telangana),Baleshwar (Odisha),0.6048108615457032,0.6053449012511959,0.000534039705492706,0,5,0.40708362420172384,558,434
Rajanna Sircilla (Telangana),Kanpur Nagar (Uttar Pradesh),0.6062464932280808,0.6079488918282793,0.0017023986001984959,0,7,0.4070520068802587,578,649
Bhadradri Kothagudem (Telangana),Nainital (Uttarakhand),0.6048108615457032,0.607182602777582,0.0023717412318787767,0,2,0.40704991817080766,558,602
Madhepura (Bihar),Churachandpur (Manipur),0.4827319548210683,0.4906062791219083,0.007874324300840008,6,1,0.4070113411054826,87,384
Debagarh (Odisha),Uttara Kannada (Karnataka),0.6327405043885695,0.6332133153387611,0.00047281095019158226,5,2,0.40700681648760423,439,278
Kheda (Gujarat),Karbi Anglong (Assam),0.5127736217674782,0.5215994636543398,0.00882584188686164,7,1,0.40689506724611996,155,55
Alirajpur (Madhya Pradesh),Rohtas (Bihar),0.6036400618582448,0.6041891557543503,0.0005490938961054681,4,6,0.4068057449613887,297,97
Udaipur (Rajasthan),Jammu (Jammu Kashmir),0.6776798180299862,0.6820757209092189,0.004395902879232638,4,5,0.4067349490846869,520,212
Khunti (Jharkhand),Purba Medinipur (West Bengal),0.5511237895829644,0.5512445708507836,0.00012078126781922549,6,7,0.40644488234085635,237,700
Kurung Kumey (Arunachal Pradesh),Nashik (Maharashtra),0.5302289963683796,0.5339820340030678,0.00375303763468815,1,7,0.40641902321351886,22,367
Koch Bihar (West Bengal),Kannur (Kerala),0.6214241379618881,0.6228907645298017,0.0014666265679136314,5,3,0.40637392703037967,691,283
Yamunanagar (Haryana),Kishtwar (Jammu Kashmir),0.6336475291191307,0.6377669555359491,0.004119426416818395,2,5,0.4062875738806976,193,214
Sant Kabir Nagar (Uttar Pradesh),Dibrugarh (Assam),0.5856732961486991,0.5882560169811148,0.0025827208324157302,4,7,0.40625073648007703,673,46
Ahmedabad (Gujarat),Sundargarh (Odisha),0.6115122730563761,0.6131270363793185,0.001614763322942414,7,4,0.40615215479282635,139,461
Punch (Jammu Kashmir),Mahasamund (Chhattisgarh),0.6651183483437413,0.6652297253092238,0.00011137696548246812,5,4,0.4061012822238692,218,124
Reasi (Jammu Kashmir),West Tripura (Tripura),0.5946484721103774,0.5954541872001088,0.0008057150897313736,4,5,0.4061012822238691,221,595
Sindhudurg (Maharashtra),Dindori (Madhya Pradesh),0.5840539847264032,0.5881854868243642,0.004131502097960982,2,4,0.40598371180231485,376,312
Bandipore (Jammu Kashmir),Hamirpur (Himachal Pradesh),0.6093950728107065,0.6099047333749509,0.0005096605642443963,5,2,0.40572200316299295,208,196
Bilaspur (Chhattisgarh),Sambhal (Uttar Pradesh),0.5416005733462879,0.5446361487770857,0.003035575430797799,7,6,0.4056387308550131,113,672
Lakhisarai (Bihar),Udalguri (Assam),0.4894797025960093,0.4951517335090582,0.005672030913048909,6,7,0.4055557098864187,86,67
Hojai (Assam),Bhagalpur (Bihar),0.4957589714435058,0.4992586742914566,0.003499702847950814,7,6,0.4053363474243419,51,74
Hamirpur (Himachal Pradesh),Churu (Rajasthan),0.6099047333749509,0.6118078092317436,0.0019030758567927242,2,4,0.40532470955879285,196,498
Pithoragarh (Uttarakhand),Kabeerdham (Chhattisgarh),0.6663413048928165,0.6700124120226517,0.003671107129835205,5,4,0.40526811369832,604,120
Idukki (Kerala),Amreli (Gujarat),0.6251358583987333,0.6277640591299071,0.0026282007311737576,3,7,0.40525520566044004,282,140
Chandauli (Uttar Pradesh),Kamareddy (Telangana),0.5661051006235265,0.5681268201562975,0.0020217195327709714,6,0,0.40502045731848213,626,564
Thanjavur (Tamil Nadu),Kanpur Nagar (Uttar Pradesh),0.6071338954044341,0.6079488918282793,0.0008149964238451934,3,7,0.4048683033263771,544,649
Dhar (Madhya Pradesh),Akola (Maharashtra),0.6367391697457714,0.636782435808657,4.32660628856274e-05,4,5,0.40465011147305396,311,347
Tamenglong (Manipur),Sahibganj (Jharkhand),0.4906191604561812,0.4915194029001076,0.0009002424439263912,1,6,0.4045765322150432,388,247
Jaisalmer (Rajasthan),Jagatsinghapur (Odisha),0.623078430474004,0.6233386321425246,0.0002602016685205877,4,5,0.4045498969179615,505,443
Mahesana (Gujarat),Sahibganj (Jharkhand),0.4904047140915024,0.4915194029001076,0.0011146888086052131,7,6,0.4045129890673777,156,247
Deoria (Uttar Pradesh),Sindhudurg (Maharashtra),0.5833881642400085,0.5840539847264032,0.0006658204863947415,6,2,0.40445925420576956,628,376
Latur (Maharashtra),Pratapgarh (Rajasthan),0.6445148808948394,0.6452100364707526,0.0006951555759131534,5,4,0.4044568069004706,361,514
Madurai (Tamil Nadu),Bemetara (Chhattisgarh),0.65904785506923,0.66146788955964,0.0024200344904099502,3,4,0.4043988837801472,536,111
Garhwa (Jharkhand),Kheda (Gujarat),0.5127357461516312,0.5127736217674782,3.787561584700505e-05,6,7,0.40437180616350965,231,155
Mysore (Karnataka),Uttar Bastar Kanker (Chhattisgarh),0.6797090115153347,0.6822053866926029,0.0024963751772681952,2,4,0.4042359439586306,272,133
East Jantia Hills (Meghalaya),Dumka (Jharkhand),0.5106691366187847,0.5125131045123854,0.0018439678936007509,1,6,0.4042176722894949,392,230
Kendujhar (Odisha),Amethi (Uttar Pradesh),0.563255100777122,0.564625514693985,0.0013704139168629892,4,6,0.40416268460883614,449,612
Bhadrak (Odisha),Mahabubnagar (Telangana),0.6285018118600061,0.6289530802046575,0.00045126834465136767,5,0,0.4041591362445115,437,569
Shajapur (Madhya Pradesh),Amravati (Maharashtra),0.6723226209445383,0.676065935631186,0.0037433146866476807,4,5,0.404157139949642,337,348
Etawah (Uttar Pradesh),Vadodara (Gujarat),0.5991590993117487,0.6011030397164948,0.0019439404047461029,4,2,0.40413447513317496,630,170
Phek (Nagaland),Unnao (Uttar Pradesh),0.4692135606060261,0.4779280505564382,0.00871448995041213,1,6,0.4041126387741767,417,682
Alwar (Rajasthan),Damoh (Madhya Pradesh),0.5440057676076354,0.5469188509812621,0.0029130833736267236,6,4,0.40402299177897116,489,308
Mahe (Puducherry),Amravati (Maharashtra),0.6756286015987577,0.676065935631186,0.0004373340324282937,3,5,0.40390778411936845,463,348
Jhabua (Madhya Pradesh),Rajouri (Jammu Kashmir),0.6311513208286917,0.6312659493581732,0.00011462852948140867,4,5,0.4038346418401166,318,219
Latehar (Jharkhand),Doda (Jammu Kashmir),0.5596472793810376,0.5601382202342384,0.0004909408532007831,6,1,0.40369828995979573,239,210
Chamarajanagar (Karnataka),Seoni (Madhya Pradesh),0.6631766507698592,0.6639191862913322,0.0007425355214729645,2,4,0.40359421009008833,257,335
Dahod (Gujarat),Surendranagar (Gujarat),0.5610139470745242,0.5634328485029255,0.0024189014284012877,4,7,0.40352913387609457,148,167
Goalpara (Assam),Mamit (Mizoram),0.6050451423377915,0.6054204224032614,0.00037528006546994064,4,7,0.4032707375539035,48,407
Neemuch (Madhya Pradesh),Dindigul (Tamil Nadu),0.6558120357989872,0.6563707807486019,0.0005587449496147201,4,3,0.4031479187821849,326,530
Dhaulpur (Rajasthan),Rajanna Sircilla (Telangana),0.6038876459255225,0.6062464932280808,0.002358847302558309,6,0,0.40299369244515604,500,578
Faridabad (Haryana),Bundi (Rajasthan),0.6280220129038697,0.6286168360136178,0.0005948231097481216,2,4,0.40299058431406354,175,496
Patiala (Punjab),Rayagada (Odisha),0.5977967283070281,0.5997608321426621,0.0019641038356339457,2,4,0.4028511125467044,482,458
Champhai (Mizoram),Dharwad (Karnataka),0.6485637777845585,0.6487172414165195,0.00015346363196100388,7,2,0.40284391987896373,403,263
Lawngtlai (Mizoram),Mahamaya Nagar (Uttar Pradesh),0.4967239660613096,0.5023440825138424,0.005620116452532853,1,6,0.40275640317387806,405,656
Bhojpur (Bihar),Cachar (Assam),0.5082801785610377,0.517274294156777,0.00899411559573926,6,7,0.4027361233168333,75,40
Bhilwara (Rajasthan),Leh(Ladakh) (Ladakh),0.6554087422902692,0.6562460253990136,0.0008372831087443133,4,5,0.402735296122965,494,295
Nizamabad (Telangana),Dibrugarh (Assam),0.5845496519564554,0.5882560169811148,0.003706365024659486,0,7,0.4026740290643087,576,46
Murshidabad (West Bengal),Nirmal (Telangana),0.5824404339686596,0.5830144302496455,0.0005739962809858667,5,0,0.4025785725636337,694,575
Balrampur (Chhattisgarh),Surendranagar (Gujarat),0.5631711276629844,0.5634328485029255,0.0002617208399411375,4,7,0.4025717368867927,109,167
Bareilly (Uttar Pradesh),Daman (Dadra Nagar Haveli Daman Diu),0.5779731761991597,0.5812241237161601,0.003250947517000391,6,7,0.4025350391849226,621,135
Udhampur (Jammu Kashmir),Ahmedabad (Gujarat),0.607742250818872,0.6115122730563761,0.0037700222375041115,5,7,0.4025264368377614,225,139
Mumbai Suburban (Maharashtra),Udhampur (Jammu Kashmir),0.6075239297541122,0.607742250818872,0.00021832106475982993,2,5,0.4024848645954009,363,225
Gautam Buddha Nagar (Uttar Pradesh),Ashoknagar (Madhya Pradesh),0.594192248636629,0.5963376316816799,0.0021453830450508526,2,4,0.40237123626955207,635,299
Tarn Taran (Punjab),Goalpara (Assam),0.6046349331150919,0.6050451423377915,0.0004102092226996312,2,4,0.40236058194564683,487,48
Hapur (Uttar Pradesh),Amreli (Gujarat),0.6271793364207714,0.6277640591299071,0.0005847227091356766,4,7,0.40229399968006835,641,140
Karbi Anglong (Assam),Etah (Uttar Pradesh),0.5215994636543398,0.5222950252122243,0.0006955615578844165,1,6,0.40201932862377693,55,629
Kohima (Nagaland),Satna (Madhya Pradesh),0.5994527038038355,0.6000429984728318,0.000590294668996294,1,4,0.4019996326982492,412,333
Karauli (Rajasthan),Yamunanagar (Haryana),0.6333875236079991,0.6336475291191307,0.0002600055111315891,4,2,0.40199147788222545,510,193
Balrampur (Uttar Pradesh),Zunheboto (Nagaland),0.4641294009089672,0.4676857353236694,0.0035563344147022113,6,1,0.4019178300568891,618,420
Agra (Uttar Pradesh),Charaideo (Assam),0.5693897551156601,0.571223461969406,0.0018337068537458423,6,7,0.40168084947974747,609,41
Chhatarpur (Madhya Pradesh),Majuli (Assam),0.5731641908146796,0.5744798316089352,0.0013156407942556125,6,7,0.40145776924980736,306,59
Ballia (Uttar Pradesh),Lower Subansiri (Arunachal Pradesh),0.5396262939504938,0.5432199159722674,0.0035936220217736015,6,1,0.40143930851801246,617,26
West Garo Hills (Meghalaya),Ranga Reddy (Telangana),0.5814512549573052,0.5827242602756657,0.0012730053183604984,7,0,0.40133632105015926,399,579
Khammam (Telangana),Nadia (West Bengal),0.5953169286270836,0.5976291120545132,0.0023121834274295594,0,5,0.4013207803946963,566,695
Samastipur (Bihar),Dimapur (Nagaland),0.507707206375643,0.5081114525870024,0.00040424621135937144,6,1,0.40127510085661006,99,410
Kurukshetra (Haryana),Kishtwar (Jammu Kashmir),0.636060898683751,0.6377669555359491,0.0017060568521980457,2,5,0.40119513814629126,183,214
Dungarpur (Rajasthan),Madurai (Tamil Nadu),0.6571541197225185,0.65904785506923,0.0018937353467115559,4,3,0.40114909073409893,501,536
Jangoan (Telangana),Purba Barddhaman (West Bengal),0.5926687278242777,0.5940871147200499,0.0014183868957722279,0,5,0.4010748165968754,561,699
Medchal-Malkajgiri (Telangana),Palwal (Haryana),0.5867265015754589,0.589103959861114,0.002377458285655054,2,4,0.40106860033469016,572,186
East Jantia Hills (Meghalaya),Cachar (Assam),0.5106691366187847,0.517274294156777,0.00660515753799229,1,7,0.40091596904938864,392,40
Bhavnagar (Gujarat),Lohit (Arunachal Pradesh),0.5646549208695101,0.5676374043618468,0.0029824834923367627,7,1,0.4008632025673261,145,23
Satna (Madhya Pradesh),South District (Sikkim),0.6000429984728318,0.6006029378417962,0.0005599393689643684,4,2,0.4008325273687475,333,523
Sambhal (Uttar Pradesh),Korba (Chhattisgarh),0.5446361487770857,0.5454456444396144,0.0008094956625287475,6,1,0.40077824824671593,672,122
Goalpara (Assam),Thanjavur (Tamil Nadu),0.6050451423377915,0.6071338954044341,0.002088753066642579,4,3,0.40077069387149145,48,544
Mahesana (Gujarat),Senapati (Manipur),0.4904047140915024,0.4943998684805016,0.0039951543889992225,7,1,0.400747585969455,156,387
Palamu (Jharkhand),Medak (Telangana),0.5525409638784444,0.554214999427319,0.001674035548874575,6,0,0.40074582882275034,242,571
Madhubani (Bihar),Senapati (Manipur),0.4842742490002918,0.4943998684805016,0.010125619480209791,6,1,0.40066747362940347,88,387
Lalitpur (Uttar Pradesh),Dibrugarh (Assam),0.5843267584302546,0.5882560169811148,0.003929258550860237,6,7,0.40064889657327873,654,46
North Goa (Goa),Ujjain (Madhya Pradesh),0.6617161312607145,0.6629486614307127,0.0012325301699982472,3,4,0.4005703949076899,137,343
Karauli (Rajasthan),Udupi (Karnataka),0.6333875236079991,0.6354611671951724,0.002073643587173324,4,2,0.40052556916575766,510,277
Kozhikode (Kerala),Yavatmal (Maharashtra),0.6576581655154256,0.6577281938406109,7.002832518532287e-05,3,5,0.4003583205319263,287,381
Chitradurga (Karnataka),Kozhikode (Kerala),0.656190652951112,0.6576581655154256,0.0014675125643135445,2,3,0.40032317094054914,260,287
Kalahandi (Odisha),Namakkal (Tamil Nadu),0.6499282685267391,0.6502132158350205,0.00028494730828132475,4,3,0.4003213845479502,446,538
West Godavari (Andhra Pradesh),Tonk (Rajasthan),0.6194504564679654,0.6196361675267663,0.0001857110588009414,0,4,0.4001522284642487,14,519
Hapur (Uttar Pradesh),Darjeeling (West Bengal),0.6271793364207714,0.6277852307611654,0.000605894340394042,4,2,0.4001044277976696,641,687
Narayanpur (Chhattisgarh),Kendrapara (Odisha),0.6024117263860163,0.6033841852563524,0.0009724588703361459,4,5,0.40005479450526615,126,448
Banda (Uttar Pradesh),Dibang Valley (Arunachal Pradesh),0.5380403576105809,0.5386126983562985,0.0005723407457176588,6,1,0.3997081004277217,619,18
Ribhoi (Meghalaya),Munger (Bihar),0.5364926014562134,0.5370959275601832,0.0006033261039698479,1,7,0.3996267452846236,395,89
Idukki (Kerala),Mandla (Madhya Pradesh),0.6251358583987333,0.62609748852888,0.0009616301301467178,3,4,0.39940076854257944,282,322
Jhalawar (Rajasthan),Surat (Gujarat),0.6591029291459779,0.6619160801173338,0.0028131509713559266,4,2,0.39938964025424206,507,166
Gonda (Uttar Pradesh),East Kameng (Arunachal Pradesh),0.4709809982053142,0.4767095042178913,0.005728506012577128,6,1,0.39936833183127585,638,19
Sidhi (Madhya Pradesh),Kannauj (Uttar Pradesh),0.5766409144948892,0.5773254205592606,0.0006845060643714262,4,6,0.39918576447766047,340,647
Panipat (Haryana),Narmada (Gujarat),0.6136054314641359,0.6151391678079263,0.0015337363437903928,2,4,0.3991745895351504,188,159
West District (Sikkim),Hapur (Uttar Pradesh),0.6232654278072491,0.6271793364207714,0.0039139086135222545,2,4,0.399174368693566,524,641
Kodagaon (Chhattisgarh),Morbi (Gujarat),0.5992936298998093,0.5993121739167219,1.8544016912591665e-05,4,7,0.3989295824095443,121,158
Jagatsinghapur (Odisha),Agar Malwa (Madhya Pradesh),0.6233386321425246,0.6234978310036305,0.00015919886110593584,5,4,0.398884685223534,443,296
Jogulamba Gadwal (Telangana),Rayagada (Odisha),0.5991838182749398,0.5997608321426621,0.0005770138677222425,0,4,0.3987408208670725,563,458
Jajapur (Odisha),Mahabubabad (Telangana),0.5858190871219754,0.5882324003769902,0.002413313255014815,5,0,0.39865468875967525,444,568
Visakhapatnam (Andhra Pradesh),Narmada (Gujarat),0.6144943794279588,0.6151391678079263,0.0006447883799675092,0,4,0.3985903135699267,12,159
