district_a,district_b,score_a,score_b,score_gap,cluster_a,cluster_b,biggest_domain_gap,row_a,row_b
South Tripura (Tripura),Peren (Nagaland),0.4785536542915121,0.4837855938453878,0.005231939553875686,7,1,0.3091643199594017,593,416
Narmada (Gujarat),Patan (Gujarat),0.6151391678079263,0.6162509988002122,0.001111830992285845,4,7,0.309106850652181,159,162
Banaskantha (Gujarat),Mahamaya Nagar (Uttar Pradesh),0.4963008550197879,0.5023440825138424,0.006043227494054559,7,6,0.3090043394720218,143,656
Mumbai (Maharashtra),Tiruvannamalai (Tamil Nadu),0.6942391974004617,0.6942683587562607,2.9161355799001143e-05,2,3,0.3089199272662887,362,553
Morena (Madhya Pradesh),Gautam Buddha Nagar (Uttar Pradesh),0.5940224825169502,0.594192248636629,0.00016976611967878252,7,2,0.3088997612157801,324,635
South Garo Hills (Meghalaya),Basti (Uttar Pradesh),0.5612785669142928,0.5619981972072905,0.0007196302929977083,7,6,0.3087877811588155,396,622
Longding (Arunachal Pradesh),Pakur (Jharkhand),0.477430213863294,0.478393435909428,0.0009632220461340268,1,6,0.30878239263033425,24,241
Sahibzada Ajit Singh Nagar (Punjab),Tehri Garhwal (Uttarakhand),0.6161397656930043,0.6165700819796852,0.0004303162866808874,2,4,0.3087467815671294,484,606
Basti (Uttar Pradesh),Balrampur (Chhattisgarh),0.5619981972072905,0.5631711276629844,0.001172930455693888,6,4,0.30871530801895464,622,109
Nayagarh (Odisha),Virudhunagar (Tamil Nadu),0.6530852131797468,0.6554314111620915,0.0023461979823447,5,3,0.30866997385301054,455,556
Tirunelveli (Tamil Nadu),Rudraprayag (Uttarakhand),0.6703964716747624,0.6709719991056451,0.0005755274308827385,3,5,0.3084977096382163,551,605
Reasi (Jammu Kashmir),Jayashankar Bhupalapally (Telangana),0.5946484721103774,0.5964416140723767,0.0017931419619993116,4,0,0.30841157753081905,221,562
Sivasagar (Assam),Uttar Dinajpur (West Bengal),0.5897811663907281,0.5920528413231617,0.0022716749324336316,7,5,0.30839247361384137,63,703
Shahid Bhagat Singh Nagar (Punjab),Jalpaiguri (West Bengal),0.6460531466291178,0.6469286912935668,0.0008755446644489462,2,5,0.30819094358681387,486,690
South East (NCT Delhi),Yanam (Puducherry),0.6327976205307947,0.6334743660746895,0.0006767455438948522,2,3,0.30817994985793806,429,465
Anantnag (Jammu Kashmir),Dausa (Rajasthan),0.6538426862441498,0.6560621205035196,0.002219434259369879,5,4,0.30816250560190594,206,499
Sahibganj (Jharkhand),Hojai (Assam),0.4915194029001076,0.4957589714435058,0.004239568543398187,6,7,0.3081012385432497,247,51
Dhar (Madhya Pradesh),Krishna (Andhra Pradesh),0.6367391697457714,0.6395760867528305,0.0028369170070591254,4,0,0.3080057820425748,311,7
Satna (Madhya Pradesh),Pathankot (Punjab),0.6000429984728318,0.6034135963955222,0.0033705979226903438,4,2,0.30792275806627045,333,481
Jodhpur (Rajasthan),Punch (Jammu Kashmir),0.6635177450603194,0.6651183483437413,0.0016006032834219308,4,5,0.30786018125644143,509,218
Jalandhar (Punjab),Hingoli (Maharashtra),0.6130699049484553,0.6145337772263525,0.001463872277897238,2,5,0.3078148534907515,475,357
Puducherry (Puducherry),Jamnagar (Gujarat),0.6904812405485269,0.691475160302485,0.000993919753958128,3,5,0.30778169134737693,464,152
Surguja (Chhattisgarh),Mokokchung (Nagaland),0.5889599782204821,0.5903416432795624,0.001381665059080328,4,1,0.307710619125842,132,414
Amritsar (Punjab),Sabarkantha (Gujarat),0.5777086174221775,0.5811770623719078,0.0034684449497303094,2,4,0.3077051369566961,466,165
South District (Sikkim),Haveri (Karnataka),0.6006029378417962,0.6035687630095949,0.0029658251677987524,2,5,0.3076890683534417,523,267
Namakkal (Tamil Nadu),Kaithal (Haryana),0.6502132158350205,0.6506589101834515,0.00044569434843100275,3,5,0.30755325530234257,538,181
Darjeeling (West Bengal),Bundi (Rajasthan),0.6277852307611654,0.6286168360136178,0.0008316052524524054,2,4,0.30753833005126957,687,496
Hamirpur (Himachal Pradesh),Baloda Bazar (Chhattisgarh),0.6099047333749509,0.6123529071017644,0.002448173726813496,2,4,0.30709143201600714,196,108
Uttar Bastar Kanker (Chhattisgarh),Porbandar (Gujarat),0.6822053866926029,0.6872467627338946,0.005041376041291734,4,5,0.3069970618025505,133,163
Ramgarh (Jharkhand),Sangareddy (Telangana),0.5745180989667685,0.5747444584857997,0.0002263595190311607,4,0,0.30691714595733843,245,580
Agra (Uttar Pradesh),Kurnool (Andhra Pradesh),0.5693897551156601,0.571122825156819,0.0017330700411588573,6,0,0.30678510135936793,609,8
Tirap (Arunachal Pradesh),Mahamaya Nagar (Uttar Pradesh),0.4994653936627229,0.5023440825138424,0.0028786888511195263,1,6,0.30677433136673754,31,656
Sabarkantha (Gujarat),Warangal Urban (Telangana),0.5811770623719078,0.5829968706114199,0.0018198082395121107,4,0,0.30668050655279566,165,586
West Kameng (Arunachal Pradesh),Jalgaon (Maharashtra),0.5179377912186482,0.5246538949473816,0.006716103728733325,1,7,0.3066734756545986,34,358
Firozpur (Punjab),Jangoan (Telangana),0.5910315228096771,0.5926687278242777,0.001637205014600629,2,0,0.3066051782097545,472,561
Thoothukkudi (Tamil Nadu),Champawat (Uttarakhand),0.66976112964725,0.6701354092117294,0.00037427956447944055,3,4,0.3064127858373269,549,599
Rajgarh (Madhya Pradesh),Aurangabad (Bihar),0.570085542097446,0.5722484621574054,0.002162920059959439,4,6,0.30639900970848155,329,71
Koriya (Chhattisgarh),Jhansi (Uttar Pradesh),0.5927426796634343,0.5943051263989492,0.0015624467355148663,4,6,0.3063832052359048,123,645
Jyotiba Phule Nagar (Uttar Pradesh),Murshidabad (West Bengal),0.57842636425749,0.5824404339686596,0.004014069711169577,6,5,0.30637573207206864,646,694
Bhadradri Kothagudem (Telangana),Thane (Maharashtra),0.6048108615457032,0.6060805519057342,0.001269690360030995,0,2,0.3063453342691342,558,378
Chikkaballapura (Karnataka),Bhiwani (Haryana),0.6497969279950385,0.6507866303457372,0.000989702350698729,2,4,0.3062436297536254,258,173
South Garo Hills (Meghalaya),Thoubal (Manipur),0.5612785669142928,0.563687279589779,0.0024087126754862576,7,1,0.30616060577732085,396,389
Senapati (Manipur),Bhagalpur (Bihar),0.4943998684805016,0.4992586742914566,0.004858805810954991,1,6,0.3060330891247894,387,74
Madhepura (Bihar),Mahesana (Gujarat),0.4827319548210683,0.4904047140915024,0.007672759270434093,6,7,0.3060234876767597,87,156
Kabeerdham (Chhattisgarh),Buldana (Maharashtra),0.6700124120226517,0.6704718516297394,0.00045943960708771936,4,5,0.30601409485160064,120,352
Virudhunagar (Tamil Nadu),Raisen (Madhya Pradesh),0.6554314111620915,0.6573568025912898,0.001925391429198342,3,4,0.30599455782471185,556,328
Nawada (Bihar),East Garo Hills (Meghalaya),0.5350840539913876,0.5378665330400021,0.0027824790486145057,6,1,0.30586243234191685,92,391
Mokokchung (Nagaland),Koriya (Chhattisgarh),0.5903416432795624,0.5927426796634343,0.0024010363838719018,1,4,0.3057839812964839,414,123
Thiruvarur (Tamil Nadu),Bargarh (Odisha),0.6652598045335716,0.6658288908547175,0.0005690863211459396,3,5,0.3056367785718959,548,435
Upper Siang (Arunachal Pradesh),South Tripura (Tripura),0.4733892492234017,0.4785536542915121,0.005164405068110389,1,7,0.30558550081897345,32,593
Morigaon (Assam),Pilibhit (Uttar Pradesh),0.5773622017693061,0.581212656088848,0.003850454319541896,4,6,0.3055399872590695,60,666
Tiruvannamalai (Tamil Nadu),Burhanpur (Madhya Pradesh),0.6942683587562607,0.6947213392128421,0.00045298045658137553,3,4,0.30552808877517723,553,305
Sheopur (Madhya Pradesh),Buxer (Bihar),0.5484446667520376,0.5507263030414423,0.002281636289404698,4,6,0.3054352367686413,338,76
Kamrup (Assam),Kra Daadi (Arunachal Pradesh),0.5018776441796813,0.5043966087170257,0.002518964537344459,7,1,0.3053785850794424,53,21
Ganderbal (Jammu Kashmir),Tehri Garhwal (Uttarakhand),0.6156180406859235,0.6165700819796852,0.0009520412937616962,5,4,0.30537126412804155,211,606
Sagar (Madhya Pradesh),Sangareddy (Telangana),0.5747277097960336,0.5747444584857997,1.6748689766088454e-05,4,0,0.305330366014276,332,580
Ariyalur (Tamil Nadu),Sonipat (Haryana),0.6426558125601188,0.643564758826162,0.000908946266043209,3,5,0.30527092209435613,525,192
Mahabubnagar (Telangana),Kodagu (Karnataka),0.6289530802046575,0.6315701594035719,0.002617079198914407,0,2,0.30514549562776294,569,268
Ribhoi (Meghalaya),Bharatpur (Rajasthan),0.5364926014562134,0.5387857868003,0.0022931853440866234,1,6,0.305135928161207,395,493
Kozhikode (Kerala),Dakshina Kannada (Karnataka),0.6576581655154256,0.6577802952461034,0.0001221297306778224,3,2,0.30508728904748494,287,261
Gir Somnath (Gujarat),East (NCT Delhi),0.632180124915268,0.6323810702518,0.0002009453365320324,7,2,0.3049920538468729,151,422
Palwal (Haryana),Mokokchung (Nagaland),0.589103959861114,0.5903416432795624,0.001237683418448432,4,1,0.3049836739455969,186,414
Dhanbad (Jharkhand),Puruliya (West Bengal),0.5316050793444621,0.5347510946330346,0.0031460152885725012,6,7,0.30495254370586533,229,701
Papum Pare (Arunachal Pradesh),Azamgarh (Uttar Pradesh),0.5086785538333242,0.5174877250457446,0.008809171212420419,1,7,0.3049183542638465,28,614
Koch Bihar (West Bengal),Mahisagar (Gujarat),0.6214241379618881,0.621732842440813,0.0003087044789248372,5,4,0.3049149976769139,691,157
Papum Pare (Arunachal Pradesh),Siwan (Bihar),0.5086785538333242,0.5116666545335719,0.0029881007002476867,1,6,0.304880851140094,28,104
Nalanda (Bihar),Jalgaon (Maharashtra),0.5188020120820503,0.5246538949473816,0.005851882865331226,6,7,0.3048748422869449,91,358
Deoria (Uttar Pradesh),Kapurthala (Punjab),0.5833881642400085,0.5837130637206458,0.00032489948063729734,6,2,0.30471692987150734,628,476
Rudraprayag (Uttarakhand),Shajapur (Madhya Pradesh),0.6709719991056451,0.6723226209445383,0.001350621838893229,5,4,0.30463022377232607,605,337
Hugli (West Bengal),Morbi (Gujarat),0.5984410606319169,0.5993121739167219,0.0008711132848049363,5,7,0.304628384014253,689,158
Sant Kabir Nagar (Uttar Pradesh),Sri Potti Sriramulu Nellore (Andhra Pradesh),0.5856732961486991,0.5888406206128463,0.0031673244641471365,4,0,0.30451548973260656,673,11
Sahibganj (Jharkhand),Lawngtlai (Mizoram),0.4915194029001076,0.4967239660613096,0.005204563161201992,6,1,0.30438633726310116,247,405
Mahesana (Gujarat),Supaul (Bihar),0.4904047140915024,0.4923175982408317,0.0019128841493293303,7,6,0.30429162731957227,156,105
Bangalore Rural (Karnataka),Kota (Rajasthan),0.6815763663272233,0.6893776919132789,0.0078013255860556185,2,5,0.3042686914101445,252,511
Ramanathapuram (Tamil Nadu),Ratlam (Madhya Pradesh),0.6699689901058209,0.6713953597362011,0.001426369630380231,3,4,0.3042370003562259,541,330
South Tripura (Tripura),East Khasi Hills (Meghalaya),0.4785536542915121,0.4814867384412738,0.0029330841497617333,7,1,0.30415425527191936,593,393
Cuddalore (Tamil Nadu),Dhar (Madhya Pradesh),0.6362685145095406,0.6367391697457714,0.0004706552362307992,3,4,0.3041044701047142,528,311
Baghpat (Uttar Pradesh),Botad (Gujarat),0.5902397335878773,0.5904277946160063,0.00018806102812896075,4,7,0.30392282855641845,615,146
Tapi (Gujarat),Krishna (Andhra Pradesh),0.6390642053517559,0.6395760867528305,0.0005118814010746098,5,0,0.30391585028600754,168,7
Umaria (Madhya Pradesh),Bellary (Karnataka),0.6169268510101494,0.6190115409469475,0.002084689936798112,4,5,0.3038266100475179,344,254
Jhalawar (Rajasthan),Pulwama (Jammu Kashmir),0.6591029291459779,0.6592939526135492,0.00019102346757127187,4,5,0.3038118410313365,507,217
Kurukshetra (Haryana),Rajsamand (Rajasthan),0.636060898683751,0.6362940658274208,0.00023316714366972136,2,4,0.3037482152172921,183,515
Nadia (West Bengal),Patiala (Punjab),0.5976291120545132,0.5977967283070281,0.00016761625251493495,5,2,0.3037466942023058,695,482
Muktsar (Punjab),Surajpur (Chhattisgarh),0.5710787043728279,0.5718091047711443,0.0007304003983163998,2,4,0.3037435860712133,480,131
Hanumangarh (Rajasthan),Mandya (Karnataka),0.6746479340392845,0.6775128018249553,0.002864867785670855,4,2,0.3037373698090281,503,271
Barpeta (Assam),Buxer (Bihar),0.5499646557508951,0.5507263030414423,0.0007616472905471738,7,6,0.3037168287677359,37,76
Mahabubabad (Telangana),Mokokchung (Nagaland),0.5882324003769902,0.5903416432795624,0.002109242902572195,0,1,0.3036409673171231,568,414
Tawang (Arunachal Pradesh),Gandhinagar (Gujarat),0.5501315805475238,0.5502123349037776,8.075435625387595e-05,1,7,0.30330348065024726,30,150
Arwal (Bihar),Lower Subansiri (Arunachal Pradesh),0.5406405398033195,0.5432199159722674,0.002579376168947878,6,1,0.3032719170517723,70,26
Anugul (Odisha),Chhota Udaipur (Gujarat),0.6186095414613355,0.6207035388215992,0.002093997360263722,5,4,0.3032595525176845,432,147
Bankura (West Bengal),Bulandshahr (Uttar Pradesh),0.555658414045892,0.5586653949255771,0.003006980879685095,7,4,0.3032436162543931,684,625
Satna (Madhya Pradesh),Meerut (Uttar Pradesh),0.6000429984728318,0.6029655093119133,0.0029225108390814603,4,2,0.30313537558970227,333,662
Golaghat (Assam),Pilibhit (Uttar Pradesh),0.5800115265110577,0.581212656088848,0.001201129577790283,7,6,0.30310655813337384,49,666
West Karbi Anglong (Assam),Bastar (Chhattisgarh),0.5255371627386545,0.5290143249667706,0.003477162228116115,1,6,0.3030026483780761,68,110
Bishnupur (Manipur),Kamrup (Assam),0.4995255315678477,0.5018776441796813,0.002352112611833601,1,7,0.3029896610468206,382,53
Kodagu (Karnataka),Gir Somnath (Gujarat),0.6315701594035719,0.632180124915268,0.00060996551169612,2,7,0.30291226066424615,268,151
Vikarabad (Telangana),Gandhinagar (Gujarat),0.5479012033304308,0.5502123349037776,0.0023111315733468363,0,7,0.3028706829360909,583,150
Ahmadnagar (Maharashtra),Churu (Rajasthan),0.6092011203568894,0.6118078092317436,0.0026066888748541572,5,4,0.3028092018756432,346,498
Firozpur (Punjab),Uttar Dinajpur (West Bengal),0.5910315228096771,0.5920528413231617,0.001021318513484637,2,5,0.30275040648665197,472,703
Firozabad (Uttar Pradesh),Jalgaon (Maharashtra),0.5217873282145864,0.5246538949473816,0.0028665667327951727,6,7,0.3026517186600092,634,358
Sri Potti Sriramulu Nellore (Andhra Pradesh),Mokokchung (Nagaland),0.5888406206128463,0.5903416432795624,0.0015010226667161453,0,1,0.3025616254000068,11,414
Raisen (Madhya Pradesh),Kolar (Karnataka),0.6573568025912898,0.6591595923385196,0.001802789747229805,4,2,0.3024889020333684,328,269
Purba Champaran (Bihar),Longleng (Nagaland),0.4290897701054852,0.4418840806834486,0.012794310577963375,6,1,0.30235106971620834,95,413
Koriya (Chhattisgarh),Gautam Buddha Nagar (Uttar Pradesh),0.5927426796634343,0.594192248636629,0.0014495689731947037,4,2,0.302329070342945,123,635
Supaul (Bihar),Tirap (Arunachal Pradesh),0.4923175982408317,0.4994653936627229,0.007147795421891201,6,1,0.30232606569532494,105,31
Longleng (Nagaland),Pashchim Champaran (Bihar),0.4418840806834486,0.4443335322913526,0.0024494516079039963,1,6,0.3023205491331469,413,93
West (NCT Delhi),Nizamabad (Telangana),0.5837111299401948,0.5845496519564554,0.0008385220162605567,2,0,0.3022711988518937,431,576
Surajpur (Chhattisgarh),Aurangabad (Bihar),0.5718091047711443,0.5722484621574054,0.00043935738626110776,4,6,0.302265128738954,131,71
West Kameng (Arunachal Pradesh),Nalanda (Bihar),0.5179377912186482,0.5188020120820503,0.0008642208634020987,1,6,0.30219562518363163,34,91
Bijnor (Uttar Pradesh),Ganderbal (Jammu Kashmir),0.6137070440685924,0.6156180406859235,0.0019109966173310733,4,5,0.3021692386525213,623,211
Komaram Bheem Asifabad (Telangana),Khammam (Telangana),0.5945788386573799,0.5953169286270836,0.0007380899697037036,4,0,0.3021404596088161,567,566
Sindhudurg (Maharashtra),Jajapur (Odisha),0.5840539847264032,0.5858190871219754,0.001765102395572149,2,5,0.30202042814453467,376,444
Palwal (Haryana),Ludhiana (Punjab),0.589103959861114,0.5911273712162664,0.0020234113551523825,4,2,0.3019907581755418,186,477
Durg (Chhattisgarh),Kabeerdham (Chhattisgarh),0.666493452848441,0.6700124120226517,0.003518959174210745,2,4,0.30198765004444894,116,120
Kokrajhar (Assam),Shahjahanpur (Uttar Pradesh),0.5510433848165688,0.5530996398862615,0.0020562550696927584,7,6,0.3018665948392537,57,675
Banda (Uttar Pradesh),Bilaspur (Chhattisgarh),0.5380403576105809,0.5416005733462879,0.003560215735706973,6,7,0.301862007796044,619,113
Bathinda (Punjab),Kra Daadi (Arunachal Pradesh),0.5030129093362417,0.5043966087170257,0.001383699380784087,2,1,0.3018437728270424,468,21
Anand (Gujarat),Raichur (Karnataka),0.5755256980640651,0.5764841057381199,0.0009584076740548619,7,6,0.30181991858462387,141,273
Sikar (Rajasthan),Karur (Tamil Nadu),0.6186150582125713,0.618621401264791,6.34305221969278e-06,4,3,0.3017122861826824,517,534
Kaimur (Bhabua) (Bihar),Kendrapara (Odisha),0.6024071008423451,0.6033841852563524,0.0009770844140073454,6,5,0.30170429839836566,82,448
Surat (Gujarat),Charkhi Dadri (Haryana),0.6619160801173338,0.662268649942359,0.0003525698250251841,2,5,0.30165244600813834,166,174
Longleng (Nagaland),Sitamarhi (Bihar),0.4418840806834486,0.458131370610397,0.016247289926948405,1,6,0.30161994034326867,413,103
Central (NCT Delhi),Saharanpur (Uttar Pradesh),0.6067907197888455,0.6080198646540442,0.0012291448651987613,2,4,0.3015675521280046,421,671
Jayashankar Bhupalapally (Telangana),Solapur (Maharashtra),0.5964416140723767,0.5974720665676315,0.0010304524952547967,0,2,0.3013890181162153,562,377
Baksa (Assam),Changlang (Arunachal Pradesh),0.5546789533264843,0.5558792580936791,0.001200304767194793,7,1,0.3013630846088563,36,17
Namakkal (Tamil Nadu),Bhiwani (Haryana),0.6502132158350205,0.6507866303457372,0.0005734145107167965,3,4,0.30135589819075803,538,173
Azamgarh (Uttar Pradesh),East Godavari (Andhra Pradesh),0.5174877250457446,0.5215152868899147,0.00402756184417008,7,0,0.3013296744961985,614,5
Morbi (Gujarat),Kolkata (West Bengal),0.5993121739167219,0.6000909016536673,0.0007787277369454282,7,2,0.3013209764605515,158,692
Sahibganj (Jharkhand),Udalguri (Assam),0.4915194029001076,0.4951517335090582,0.003632330608950629,6,7,0.3011953288385093,247,67
Ramanagara (Karnataka),Fatehabad (Haryana),0.6609584974779992,0.6630335729374737,0.002075075459474496,2,5,0.30102488494793267,274,176
Doda (Jammu Kashmir),Aurangabad (Maharashtra),0.5601382202342384,0.5621463260099421,0.0020081057757036502,1,7,0.30099986642771687,210,349
Aravali (Gujarat),Agra (Uttar Pradesh),0.5654584238956546,0.5693897551156601,0.003931331220005552,7,6,0.30095367744981344,142,609
Baran (Rajasthan),Chamba (Himachal Pradesh),0.6913837237022566,0.6941952885423471,0.002811564840090486,4,5,0.3009417338342052,491,195
Dungarpur (Rajasthan),Pulwama (Jammu Kashmir),0.6571541197225185,0.6592939526135492,0.002139832891030702,4,5,0.30086038599698794,501,217
Yadgir (Karnataka),Bijapur (Karnataka),0.5721075778301331,0.574116659112425,0.0020090812822919357,4,7,0.3007308422252211,279,256
New Delhi (NCT Delhi),Ernakulam (Kerala),0.6441602208672196,0.6464996536428517,0.0023394327756320887,2,3,0.3006292856349534,423,281
Puruliya (West Bengal),Nawada (Bihar),0.5347510946330346,0.5350840539913876,0.00033295935835297996,7,6,0.30060732375819954,701,92
North Tripura (Tripura),Ribhoi (Meghalaya),0.5336544757117031,0.5364926014562134,0.002838125744510256,7,1,0.30059065367308685,591,395
Sabarkantha (Gujarat),Ghaziabad (Uttar Pradesh),0.5811770623719078,0.5822205192258598,0.0010434568539520184,4,2,0.30058867497164365,165,636
Banswara (Rajasthan),Debagarh (Odisha),0.6315079571694711,0.6327405043885695,0.0012325472190984899,4,5,0.3005397198438556,490,439
Sabarkantha (Gujarat),Jagitial (Telangana),0.5811770623719078,0.583164001485113,0.001986939113205244,4,0,0.3005025428642465,165,560
Tawang (Arunachal Pradesh),Bokaro (Jharkhand),0.5501315805475238,0.5508386668623246,0.0007070863148008755,1,6,0.3005002806096648,30,226
Tinsukia (Assam),Mayurbhanj (Odisha),0.5510818379745783,0.5530306583911615,0.0019488204165831746,7,4,0.30039203994497393,66,453
Ahmedabad (Gujarat),Nagarkurnool (Telangana),0.6115122730563761,0.6127940827039419,0.0012818096475657459,7,0,0.3003697748481754,139,573
Baksa (Assam),Bulandshahr (Uttar Pradesh),0.5546789533264843,0.5586653949255771,0.003986441599092783,7,4,0.3003429009218452,36,625
Chamba (Himachal Pradesh),Krishnagiri (Tamil Nadu),0.6941952885423471,0.7001959065107234,0.006000617968376254,5,2,0.3002348221487774,195,535
Purba Medinipur (West Bengal),Sawai Madhopur (Rajasthan),0.5512445708507836,0.553035693677917,0.0017911228271334512,7,6,0.30021661904281627,700,516
Ludhiana (Punjab),Morena (Madhya Pradesh),0.5911273712162664,0.5940224825169502,0.0028951113006838725,2,7,0.30015179817247317,477,324
Etawah (Uttar Pradesh),Morbi (Gujarat),0.5991590993117487,0.5993121739167219,0.00015307460497315795,4,7,0.30011326821736056,630,158
Tinsukia (Assam),Shahjahanpur (Uttar Pradesh),0.5510818379745783,0.5530996398862615,0.0020178019116832147,7,6,0.30005637806647323,66,675
Baramula (Jammu Kashmir),Mahabubabad (Telangana),0.5860891053989866,0.5882324003769902,0.002143294978003585,5,0,0.300019855067268,209,568
Jhunjhunun (Rajasthan),Amravati (Maharashtra),0.6721154741779097,0.676065935631186,0.003950461453276266,4,5,0.30000711231268756,508,348
Cachar (Assam),Banka (Bihar),0.517274294156777,0.5177529632511803,0.00047866909440330563,7,6,0.29999602776891177,40,72
Korba (Chhattisgarh),South West Garo Hills (Meghalaya),0.5454456444396144,0.5481054420246365,0.0026597975850221056,1,7,0.2999492241338576,122,397
Betul (Madhya Pradesh),Ramanathapuram (Tamil Nadu),0.6669187972929591,0.6699689901058209,0.003050192812861785,4,3,0.29990583437465224,302,541
Adilabad (Telangana),Gurdaspur (Punjab),0.5651792934410328,0.5683227904888595,0.003143497047826682,0,2,0.2998831617127268,557,473
Dhanbad (Jharkhand),Saiha (Mizoram),0.5316050793444621,0.5356246320667303,0.0040195527222681715,6,1,0.29984146640161696,229,408
Yamunanagar (Haryana),Rajsamand (Rajasthan),0.6336475291191307,0.6362940658274208,0.0026465367082900704,2,4,0.2998281287392421,193,515
Rae Bareli (Uttar Pradesh),Biswanath (Assam),0.5560668937765123,0.5575263722900157,0.001459478513503365,6,4,0.2996697896548546,669,38
Mathura (Uttar Pradesh),West Kameng (Arunachal Pradesh),0.5099315572465476,0.5179377912186482,0.008006233972100651,6,1,0.29961119274365305,660,34
Madurai (Tamil Nadu),Pulwama (Jammu Kashmir),0.65904785506923,0.6592939526135492,0.000246097544319146,3,5,0.2996067477167797,536,217
Mahamaya Nagar (Uttar Pradesh),Bathinda (Punjab),0.5023440825138424,0.5030129093362417,0.0006688268223992155,6,2,0.2995892791248971,656,468
Banswara (Rajasthan),Gir Somnath (Gujarat),0.6315079571694711,0.632180124915268,0.0006721677457969255,4,7,0.29954492899190976,490,151
Churachandpur (Manipur),Udalguri (Assam),0.4906062791219083,0.4951517335090582,0.0045454543871499276,1,7,0.2994656076487155,384,67
Fatehabad (Haryana),Sivaganga (Tamil Nadu),0.6630335729374737,0.6652436140933278,0.0022100411558541033,5,3,0.29945236665048536,176,543
Uttar Dinajpur (West Bengal),Jashpur (Chhattisgarh),0.5920528413231617,0.594422859419927,0.0023700180967652917,5,4,0.29938328998947306,703,119
East Kameng (Arunachal Pradesh),South Tripura (Tripura),0.4767095042178913,0.4785536542915121,0.001844150073620765,1,7,0.299334286770106,19,593
Faridkot (Punjab),Tawang (Arunachal Pradesh),0.5493137797244805,0.5501315805475238,0.0008178008230432798,2,1,0.29908433702073867,469,30
Senapati (Manipur),Udalguri (Assam),0.4943998684805016,0.4951517335090582,0.0007518650285566197,1,7,0.2990249697292406,387,67
Neemuch (Madhya Pradesh),Chitradurga (Karnataka),0.6558120357989872,0.656190652951112,0.00037861715212483826,4,2,0.2989712619094995,326,260
Bangalore (Karnataka),Varanasi (Uttar Pradesh),0.6300811667553162,0.6303802089488186,0.0002990421935024079,2,4,0.2989583327338382,251,683
Purba Medinipur (West Bengal),Shahjahanpur (Uttar Pradesh),0.5512445708507836,0.5530996398862615,0.0018550690354779409,7,6,0.2989454803638448,700,675
Neemuch (Madhya Pradesh),Yavatmal (Maharashtra),0.6558120357989872,0.6577281938406109,0.0019161580416237056,4,5,0.29893611231812234,326,381
Lower Subansiri (Arunachal Pradesh),Nalbari (Assam),0.5432199159722674,0.545101444209938,0.0018815282376706266,1,7,0.2989232459744301,26,62
Zunheboto (Nagaland),Gonda (Uttar Pradesh),0.4676857353236694,0.4709809982053142,0.003295262881644778,1,6,0.2989098057440828,420,638
Amethi (Uttar Pradesh),Bhavnagar (Gujarat),0.564625514693985,0.5646549208695101,2.940617552504854e-05,6,7,0.2988358470759721,612,145
Baksa (Assam),Davanagere (Karnataka),0.5546789533264843,0.5585972364013564,0.003918283074872075,7,2,0.2988264511076588,36,262
Mahabubabad (Telangana),Sivasagar (Assam),0.5882324003769902,0.5897811663907281,0.001548766013737879,0,7,0.2987434987063893,568,63
Nalgonda (Telangana),Sahibzada Ajit Singh Nagar (Punjab),0.6146733360275944,0.6161397656930043,0.0014664296654098852,0,2,0.2987416027989227,574,484
Agra (Uttar Pradesh),Surajpur (Chhattisgarh),0.5693897551156601,0.5718091047711443,0.002419349655484182,6,4,0.2986779712949476,609,131
Vikarabad (Telangana),Faridkot (Punjab),0.5479012033304308,0.5493137797244805,0.0014125763940496805,0,2,0.2986515393065823,583,469
Amravati (Maharashtra),Rajnandgaon (Chhattisgarh),0.676065935631186,0.6776303631458038,0.0015644275146178277,5,4,0.29862840796285717,348,129
Nalanda (Bihar),Nagaon (Assam),0.5188020120820503,0.5222872233699014,0.0034852112878510644,6,7,0.29862230037701587,91,61
Aurangabad (Maharashtra),Suryapet (Telangana),0.5621463260099421,0.5637627059031259,0.0016163798931838613,7,0,0.2985336561109117,349,582
Khowai (Tripura),East Garo Hills (Meghalaya),0.5359437239712328,0.5378665330400021,0.0019228090687692934,7,1,0.2985319781044396,590,391
Chirang (Assam),Aurangabad (Bihar),0.5718955218842484,0.5722484621574054,0.0003529402731570208,4,6,0.2983578972930338,42,71
Raichur (Karnataka),Golaghat (Assam),0.5764841057381199,0.5800115265110577,0.0035274207729377727,6,7,0.2983007956454884,273,49
Sindhudurg (Maharashtra),Thiruvananthapuram (Kerala),0.5840539847264032,0.5866864716453845,0.002632486918981214,2,3,0.29825649344032,376,291
Ganjam (Odisha),Mandla (Madhya Pradesh),0.6241511160919777,0.62609748852888,0.0019463724369023216,5,4,0.2982422467174702,442,322
Amritsar (Punjab),Jyotiba Phule Nagar (Uttar Pradesh),0.5777086174221775,0.57842636425749,0.0007177468353125604,2,6,0.2979962829196493,466,646
Karaikal (Puducherry),Rajkot (Gujarat),0.6705526372558456,0.6758922319605024,0.005339594704656836,3,5,0.2979261099869293,462,164
Pashchimi Singhbhum (Jharkhand),Hailakandi (Assam),0.5194224895418925,0.5251338123791034,0.005711322837210875,6,7,0.29791812401446593,243,50
Kulgam (Jammu Kashmir),Bangalore Rural (Karnataka),0.6803562664144548,0.6815763663272233,0.001220099912768502,5,2,0.2978946101567892,215,252
