state,district,census_code,cluster,cluster_name,composite_score,composite_group,distance_to_centroid,domain_child_health_immunisation,domain_education,domain_energy,domain_maternal_health,domain_ncd,domain_nutrition,domain_population_household,domain_tobacco_alcohol,domain_wash,domain_women_empowerment
Andhra Pradesh,West Godavari,28005.0,0,"Middle development, strong clean energy",0.6194504564679654,5,6.83992723681451,0.43514736858114395,0.04291852583178184,0.9507035411417263,0.28401902524812506,-0.29946495277394275,-0.7665045756358658,0.34345841086744394,0.6393385363229617,0.6349793678673028,0.12796609901164213
Andhra Pradesh,Y.S.R.,28010.0,0,"Middle development, strong clean energy",0.6285320769238938,5,5.399232027822935,0.34302746491934083,-0.4947168869955003,1.166371939490589,0.3116034507327117,-0.19149404616953103,-0.4051485913477679,0.34596471566603487,0.8313323767732694,0.8463369569394894,0.06117761826046382
Arunachal Pradesh,Anjaw,12016.0,1,"Low development, high tobacco & alcohol use and weak maternal care",0.4940652955960629,0,9.734079020789785,0.22324773490124203,-0.8262711401941194,-0.5962381086086945,-0.840449344498765,-1.1531355027967467,0.9785451109681826,-0.470226173864185,-2.507823719477698,0.07882646349934858,0.26055796131235537
Arunachal Pradesh,Changlang,12009.0,1,"Low development, high tobacco & alcohol use and weak maternal care",0.5558792580936791,2,6.707141509569169,-0.15198687781357864,-0.35340412326445714,-0.6355835165023209,-0.3207293608518136,-0.1462745759490911,0.88462391898795,-0.10354430751578937,-2.392925213133414,-0.3746834662487922,0.287569702802951
Arunachal Pradesh,Dibang Valley,12013.0,1,"Low development, high tobacco & alcohol use and weak maternal care",0.5386126983562985,1,9.931727223660255,0.31253767423296164,-0.20178338921325134,-2.253351807983762,-0.4569203669125572,-0.8781523282303229,0.37304234526018704,-0.12046266331004457,-2.1921922784113086,1.19102879117013,0.49776023147711745
Arunachal Pradesh,East Kameng,12003.0,1,"Low development, high tobacco & alcohol use and weak maternal care",0.4767095042178913,0,5.992000686318774,-0.7452964173445481,-0.8011325328925611,-1.3916789465671153,-1.090619027004147,0.021704702120630835,0.7772161007875894,-0.8471933413483096,-1.9326795955987808,0.11378970290080612,-0.1715843040349058
Arunachal Pradesh,East Siang,12007.0,1,"Low development, high tobacco & alcohol use and weak maternal care",0.4729730539279279,0,7.1899377461184875,-0.8771802024630256,0.7152123184448995,-0.0030669566620378508,-1.0291928675631719,-0.6035365867720957,0.45467229859077746,-0.05768772903035819,-1.6435481487808916,0.6337472549229758,-0.7061273246337235
Arunachal Pradesh,Kra Daadi,,1,"Low development, high tobacco & alcohol use and weak maternal care",0.5043966087170257,0,7.84586987807882,-0.4110826008716681,-1.2509722463018969,0.8230325521116031,-1.2764206677890293,0.5054040395548045,0.1528650297207846,-0.8577728464635878,-0.2600333621467083,0.9777308657065584,-0.9092857164124227
Arunachal Pradesh,Kurung Kumey,12012.0,1,"Low development, high tobacco & alcohol use and weak maternal care",0.5302289963683796,1,6.961633368282257,-0.15033862343894017,-0.19861198570596705,0.32786228796450667,-1.132109811480831,0.4142692556173732,0.3189073245768243,-0.8665959421164318,-1.6084092680949893,0.5898091491899049,-0.08909239006330986
Arunachal Pradesh,Lohit,12015.0,1,"Low development, high tobacco & alcohol use and weak maternal care",0.5676374043618468,2,6.7537573965657876,-0.00817276361092626,-0.23591086643178844,0.4282738941670705,-0.5038206646364639,0.31718965654485043,0.42140789417799057,-0.42700858136801306,-1.6027651554224147,0.6021262426309719,-0.17365238095702704
