state,district,census_code,composite_score,composite_group,domain_score,domain_group,state_group,region,region_group
Madhya Pradesh,Ashoknagar,23042.0,0.5963376316816799,3,0.555240206441247,2,16,Central,0
Madhya Pradesh,Balaghat,23040.0,0.667670099686371,7,0.6363688747574194,5,16,Central,0
Madhya Pradesh,Barwani,23024.0,0.6113329411038655,4,0.5712371623942143,2,16,Central,0
Madhya Pradesh,Betul,23030.0,0.6669187972929591,7,0.629566695486517,4,16,Central,0
Madhya Pradesh,Bhind,23003.0,0.6199374051710351,5,0.6150628105914742,4,16,Central,0
Madhya Pradesh,Bhopal,23027.0,0.6521475048191842,6,0.6891912426215707,6,16,Central,0
Madhya Pradesh,Burhanpur,23050.0,0.6947213392128421,7,0.6686725436849111,6,16,Central,0
Madhya Pradesh,Chhatarpur,23008.0,0.5731641908146796,2,0.5310784130992141,1,16,Central,0
Madhya Pradesh,Chhindwara,23038.0,0.6452823017755954,6,0.6376365089287536,5,16,Central,0
Madhya Pradesh,Damoh,23011.0,0.5469188509812621,1,0.5058142423150103,0,16,Central,0
Madhya Pradesh,Datia,23005.0,0.620697032795475,5,0.6001809721825122,3,16,Central,0
Madhya Pradesh,Dewas,23020.0,0.6340693577033343,5,0.6289196799052859,4,16,Central,0
Madhya Pradesh,Dhar,23021.0,0.6367391697457714,5,0.6000877696557797,3,16,Central,0
Madhya Pradesh,Dindori,23036.0,0.5881854868243642,3,0.5163118685801689,1,16,Central,0
Madhya Pradesh,Guna,23041.0,0.6425255792124699,5,0.5838419130806212,3,16,Central,0
Madhya Pradesh,Gwalior,23004.0,0.6248120134884311,5,0.6472059872977104,5,16,Central,0
Madhya Pradesh,Harda,23031.0,0.6800441726218796,7,0.6615852499876032,6,16,Central,0
Madhya Pradesh,Hoshangabad,23032.0,0.5495965123174836,1,0.5664395484984671,2,16,Central,0
Madhya Pradesh,Indore,23022.0,0.6989253175521543,7,0.725284937516177,7,16,Central,0
Madhya Pradesh,Jhabua,23047.0,0.6311513208286917,5,0.5659645426671938,2,16,Central,0
Madhya Pradesh,Katni,23033.0,0.6137384114896133,4,0.5768015698511464,2,16,Central,0
Madhya Pradesh,Khandwa (East Nimar),23049.0,0.6775453920011983,7,0.6578611723175181,5,16,Central,0
Madhya Pradesh,Khargone (West Nimar),23023.0,0.6500240629798173,6,0.639103529160965,5,16,Central,0
Madhya Pradesh,Mandla,23037.0,0.62609748852888,5,0.5774944302784799,2,16,Central,0
Madhya Pradesh,Mandsaur,23016.0,0.6116717142689331,4,0.5963734324351186,3,16,Central,0
Madhya Pradesh,Morena,23002.0,0.5940224825169502,3,0.5905440749557795,3,16,Central,0
Madhya Pradesh,Narsimhapur,23035.0,0.6329645571513869,5,0.6289281483640367,4,16,Central,0
Madhya Pradesh,Neemuch,23015.0,0.6558120357989872,6,0.6433583954445973,5,16,Central,0
Madhya Pradesh,Panna,23009.0,0.5303739551013725,1,0.48826727962752187,0,16,Central,0
Madhya Pradesh,Raisen,23029.0,0.6573568025912898,6,0.637078798508619,5,16,Central,0
Madhya Pradesh,Rajgarh,23025.0,0.570085542097446,2,0.520376517234131,1,16,Central,0
Madhya Pradesh,Ratlam,23017.0,0.6713953597362011,7,0.6503814892699344,5,16,Central,0
Madhya Pradesh,Rewa,23013.0,0.5585230867517468,2,0.5195191681408309,1,16,Central,0
Madhya Pradesh,Sagar,23010.0,0.5747277097960336,2,0.5626403270620413,2,16,Central,0
Madhya Pradesh,Satna,23012.0,0.6000429984728318,4,0.5661946401419562,2,16,Central,0
Madhya Pradesh,Sehore,23028.0,0.5612584579715896,2,0.5654691874410258,2,16,Central,0
Madhya Pradesh,Seoni,23039.0,0.6639191862913322,6,0.6138430777344948,4,16,Central,0
Madhya Pradesh,Shahdol,23043.0,0.613022289944981,4,0.5678701742330207,2,16,Central,0
Madhya Pradesh,Shajapur,23019.0,0.6723226209445383,7,0.6425220274018499,5,16,Central,0
Madhya Pradesh,Sheopur,23001.0,0.5484446667520376,1,0.5127088348444426,0,16,Central,0
Madhya Pradesh,Shivpuri,23006.0,0.5935356273826384,3,0.5561188778831347,2,16,Central,0
Madhya Pradesh,Sidhi,23045.0,0.5766409144948892,3,0.5271381551484029,1,16,Central,0
Madhya Pradesh,Singrauli,23046.0,0.5587882810878021,2,0.5127821304093646,1,16,Central,0
Madhya Pradesh,Tikamgarh,23007.0,0.6547055535052939,6,0.6043571870279913,3,16,Central,0
Madhya Pradesh,Ujjain,23018.0,0.6629486614307127,6,0.6611925279938001,6,16,Central,0
Madhya Pradesh,Umaria,23014.0,0.6169268510101494,4,0.5579394832591835,2,16,Central,0
Madhya Pradesh,Vidisha,23026.0,0.6137415459848065,4,0.5947650493111035,3,16,Central,0
Maharashtra,Ahmadnagar,,0.6092011203568894,4,0.6355931182833203,5,17,West,5
Maharashtra,Akola,27005.0,0.636782435808657,5,0.6662241973897018,6,17,West,5
Maharashtra,Amravati,27007.0,0.676065935631186,7,0.7025203525413241,7,17,West,5
Maharashtra,Aurangabad,27019.0,0.5621463260099421,2,0.6113369553263186,4,17,West,5
Maharashtra,Bhandara,27010.0,0.6991432110848701,7,0.6976072543078958,7,17,West,5
Maharashtra,Bid,27027.0,0.5435947093180402,1,0.5544301893976007,2,17,West,5
Maharashtra,Buldana,27004.0,0.6704718516297394,7,0.6700259309782293,6,17,West,5
Maharashtra,Chandrapur,27013.0,0.6988029527251705,7,0.714204607422999,7,17,West,5
Maharashtra,Dhule,27002.0,0.4960445576865314,0,0.5405721225296132,1,17,West,5
Maharashtra,Gadchiroli,27012.0,0.7139386039552921,7,0.660022364276195,6,17,West,5
Maharashtra,Gondiya,27011.0,0.6887376840464717,7,0.6872760237783989,6,17,West,5
Maharashtra,Hingoli,27016.0,0.6145337772263525,4,0.6211344129728873,4,17,West,5
Maharashtra,Jalgaon,27003.0,0.5246538949473816,1,0.5804422185871104,3,17,West,5
Maharashtra,Jalna,27018.0,0.5228645559096242,1,0.5523074811494731,2,17,West,5
Maharashtra,Kolhapur,27034.0,0.6220221056822799,5,0.6808431972308355,6,17,West,5
Maharashtra,Latur,27028.0,0.6445148808948394,6,0.6686731531694855,6,17,West,5
Maharashtra,Mumbai,27023.0,0.6942391974004617,7,0.7436693421862965,7,17,West,5
Maharashtra,Mumbai Suburban,27022.0,0.6075239297541122,4,0.6777074779326898,6,17,West,5
Maharashtra,Nagpur,27009.0,0.6912908903648683,7,0.7471144455249927,7,17,West,5
Maharashtra,Nanded,27015.0,0.5901558199784941,3,0.607831660403754,3,17,West,5
Maharashtra,Nandurbar,27001.0,0.5462944547399126,1,0.5397755213257105,1,17,West,5
Maharashtra,Nashik,27020.0,0.5339820340030678,1,0.567952347773354,2,17,West,5
Maharashtra,Osmanabad,27029.0,0.6523655238848746,6,0.6681356837434901,6,17,West,5
Maharashtra,Palghar,,0.6592991943540649,6,0.6646300595041076,6,17,West,5
Maharashtra,Parbhani,27017.0,0.4984159730877444,0,0.5306713468420277,1,17,West,5
Maharashtra,Pune,27025.0,0.5695950670503351,2,0.651627425471162,5,17,West,5
Maharashtra,Raigarh,27024.0,0.6389432563970624,5,0.647047440929523,5,17,West,5
Maharashtra,Ratnagiri,27032.0,0.595614688959889,3,0.6426462488828038,5,17,West,5
Maharashtra,Sangli,27035.0,0.6115229397631894,4,0.679598591746446,6,17,West,5
Maharashtra,Satara,27031.0,0.6299115993029096,5,0.6648416069238422,6,17,West,5
Maharashtra,Sindhudurg,27033.0,0.5840539847264032,3,0.6290818218332185,4,17,West,5
Maharashtra,Solapur,27030.0,0.5974720665676315,3,0.6160995327165103,4,17,West,5
Maharashtra,Thane,27021.0,0.6060805519057342,4,0.6635615662731961,6,17,West,5
Maharashtra,Wardha,27008.0,0.7220455970216009,7,0.7397741226145718,7,17,West,5
Maharashtra,Washim,27006.0,0.5926017436373497,3,0.5954722782581936,3,17,West,5
Maharashtra,Yavatmal,27014.0,0.6577281938406109,6,0.6574517629330249,5,17,West,5
Manipur,Bishnupur,14004.0,0.49952553156784774,0,0.5171862787637478,1,18,North-East,3
Manipur,Chandel,14009.0,0.4694935792804225,0,0.5038454825926852,0,18,North-East,3
Manipur,Churachandpur,14003.0,0.4906062791219083,0,0.5041403910931853,0,18,North-East,3
Manipur,Imphal East,14007.0,0.49420966679978096,0,0.54010883353093,1,18,North-East,3
Manipur,Imphal West,14006.0,0.5315794318075068,1,0.5816068985800773,3,18,North-East,3
Manipur,Senapati,14001.0,0.4943998684805016,0,0.5210490724193743,1,18,North-East,3
Manipur,Tamenglong,14002.0,0.49061916045618126,0,0.4939414254888918,0,18,North-East,3
Manipur,Thoubal,14005.0,0.563687279589779,2,0.5655106541582338,2,18,North-East,3
Manipur,Ukhrul,14008.0,0.427303458165322,0,0.45327034654028564,0,18,North-East,3
Meghalaya,East Garo Hills,17002.0,0.5378665330400021,1,0.5450598079868588,1,19,North-East,3
Meghalaya,East Jantia Hills,,0.5106691366187847,0,0.48998455663912044,0,19,North-East,3
Meghalaya,East Khasi Hills,17006.0,0.4814867384412738,0,0.5516105252819803,2,19,North-East,3
Meghalaya,North Garo Hills,,0.42744203542269277,0,0.463610124444304,0,19,North-East,3
Meghalaya,Ribhoi,17005.0,0.5364926014562134,1,0.5412952295321167,1,19,North-East,3
Meghalaya,South Garo Hills,17003.0,0.5612785669142928,2,0.5587561447423025,2,19,North-East,3
Meghalaya,South West Garo Hills,,0.5481054420246365,1,0.5258829218594187,1,19,North-East,3
Meghalaya,South West Khasi Hills,,0.5267737765365229,1,0.5278922399101148,1,19,North-East,3
Meghalaya,West Garo Hills,17001.0,0.5814512549573052,3,0.6010513276764959,3,19,North-East,3
Meghalaya,West Jaintia Hills,,0.46599944823032785,0,0.4437590201997111,0,19,North-East,3
Meghalaya,West Khasi Hills,17004.0,0.47709828537998206,0,0.47418045679449217,0,19,North-East,3
Mizoram,Aizawl,15003.0,0.5626807887610773,2,0.6430027717512579,5,20,North-East,3
Mizoram,Champhai,15004.0,0.6485637777845585,6,0.6757623610955502,6,20,North-East,3
Mizoram,Kolasib,15002.0,0.607309295112654,4,0.6524507364963447,5,20,North-East,3
Mizoram,Lawngtlai,15007.0,0.49672396606130964,0,0.5148827764243094,1,20,North-East,3
Mizoram,Lunglei,15006.0,0.5732887556949391,2,0.6211092200284323,4,20,North-East,3
Mizoram,Mamit,15001.0,0.6054204224032614,4,0.6253441884643564,4,20,North-East,3
Mizoram,Saiha,15008.0,0.5356246320667303,1,0.5969260746419442,3,20,North-East,3
Mizoram,Serchhip,15005.0,0.638643624697326,5,0.6704947410140096,6,20,North-East,3
Nagaland,Dimapur,13005.0,0.5081114525870024,0,0.5823448011990584,3,22,North-East,3
Nagaland,Kiphire,13009.0,0.43705041097122543,0,0.4824286785061849,0,22,North-East,3
Nagaland,Kohima,13010.0,0.5994527038038355,4,0.6484473351354264,5,22,North-East,3
Nagaland,Longleng,13008.0,0.4418840806834486,0,0.48890667106750235,0,22,North-East,3
Nagaland,Mokokchung,13002.0,0.5903416432795624,3,0.6304943332109016,4,22,North-East,3
Nagaland,Mon,13001.0,0.48074129932486576,0,0.51560673201937,1,22,North-East,3
Nagaland,Peren,13011.0,0.48378559384538783,0,0.5329605968167097,1,22,North-East,3
Nagaland,Phek,13006.0,0.46921356060602615,0,0.5413547469052372,1,22,North-East,3
Nagaland,Tuensang,13007.0,0.4247511371685928,0,0.4840296601953262,0,22,North-East,3
Nagaland,Wokha,13004.0,0.47094286964513765,0,0.5544469718450442,2,22,North-East,3
Nagaland,Zunheboto,13003.0,0.4676857353236694,0,0.5415100535668893,1,22,North-East,3
NCT Delhi,Central,7006.0,0.6067907197888455,4,0.6740535140926862,6,21,North,2
NCT Delhi,East,7004.0,0.6323810702518,5,0.683846692687234,6,21,North,2
NCT Delhi,New Delhi,7005.0,0.6441602208672196,6,0.6855676401884679,6,21,North,2
NCT Delhi,North,7002.0,0.6379119657253207,5,0.7030989055379255,7,21,North,2
NCT Delhi,North East,7003.0,0.6172840239674537,4,0.6828890833615705,6,21,North,2
NCT Delhi,North West,7001.0,0.5674274907317932,2,0.6314113400189693,4,21,North,2
NCT Delhi,Shahdara,,0.637989054951261,5,0.6944960588239499,7,21,North,2
NCT Delhi,South,7009.0,0.6451226074951321,6,0.7066079628311966,7,21,North,2
NCT Delhi,South East,,0.6327976205307947,5,0.6994279206661107,7,21,North,2
NCT Delhi,South West,7008.0,0.6474000645815928,6,0.7084130611903424,7,21,North,2
NCT Delhi,West,7007.0,0.5837111299401948,3,0.6537530449204277,5,21,North,2
Odisha,Anugul,21015.0,0.6186095414613355,4,0.5732530931888984,2,23,East,1
Odisha,Balangir,21024.0,0.703682755123121,7,0.6555206458261723,5,23,East,1
Odisha,Baleshwar,21008.0,0.6053449012511959,4,0.5975107584738474,3,23,East,1
Odisha,Bargarh,21001.0,0.6658288908547175,6,0.6391795105751432,5,23,East,1
Odisha,Baudh,21022.0,0.6432621961861913,6,0.5992637520623667,3,23,East,1
Odisha,Bhadrak,21009.0,0.6285018118600061,5,0.6156095727401834,4,23,East,1
Odisha,Cuttack,21012.0,0.6101285564233092,4,0.6093063873778204,4,23,East,1
Odisha,Debagarh,21004.0,0.6327405043885695,5,0.5812785797764173,3,23,East,1
Odisha,Dhenkanal,21014.0,0.6065283854250764,4,0.5577923868727469,2,23,East,1
Odisha,Gajapati,21020.0,0.6347405200786133,5,0.563440313511935,2,23,East,1
Odisha,Ganjam,21019.0,0.6241511160919777,5,0.6302776639694617,4,23,East,1
Odisha,Jagatsinghapur,21011.0,0.6233386321425246,5,0.6289603446832566,4,23,East,1
Odisha,Jajapur,21013.0,0.5858190871219754,3,0.5597769479600488,2,23,East,1
Odisha,Jharsuguda,21002.0,0.6819979172247891,7,0.6489722258048474,5,23,East,1
Odisha,Kalahandi,21026.0,0.6499282685267391,6,0.6129057194161984,4,23,East,1
Odisha,Kandhamal,21021.0,0.6581365535388186,6,0.571787406239152,2,23,East,1
Odisha,Kendrapara,21010.0,0.6033841852563524,4,0.6088245343781687,4,23,East,1
Odisha,Kendujhar,21006.0,0.563255100777122,2,0.5134669352205744,1,23,East,1
Odisha,Khordha,21017.0,0.6405908892956929,5,0.6572242533644486,5,23,East,1
Odisha,Koraput,21029.0,0.6471140409564717,6,0.5568984616825652,2,23,East,1
Odisha,Malkangiri,21030.0,0.6329132713385566,5,0.5386002029901993,1,23,East,1
Odisha,Mayurbhanj,21007.0,0.5530306583911615,2,0.48319599971989985,0,23,East,1
Odisha,Nabarangapur,21028.0,0.6545489398542632,6,0.5653910333598411,2,23,East,1
Odisha,Nayagarh,21016.0,0.6530852131797468,6,0.6264629392450959,4,23,East,1
Odisha,Nuapada,21025.0,0.6621088080422652,6,0.6055207118068002,3,23,East,1
Odisha,Puri,21018.0,0.6678777883726063,7,0.6590856911317122,5,23,East,1
Odisha,Rayagada,21027.0,0.5997608321426621,4,0.5467739661918979,1,23,East,1
Odisha,Sambalpur,21003.0,0.6656495882211882,6,0.6300506833257037,4,23,East,1
Odisha,Subarnapur,21023.0,0.6944345022927537,7,0.6630374096257031,6,23,East,1
Odisha,Sundargarh,21005.0,0.6131270363793185,4,0.585457896939061,3,23,East,1
Puducherry,Karaikal,34004.0,0.6705526372558456,7,0.7215445060864388,7,24,South,4
Puducherry,Mahe,34003.0,0.6756286015987577,7,0.7704700205303409,7,24,South,4
Puducherry,Puducherry,34002.0,0.6904812405485269,7,0.7420055859588958,7,24,South,4
Puducherry,Yanam,34001.0,0.6334743660746895,5,0.6975693113077432,7,24,South,4
Punjab,Amritsar,3015.0,0.5777086174221775,3,0.6512172384638278,5,25,North,2
Punjab,Barnala,3020.0,0.554954896489869,2,0.6343110062241535,4,25,North,2
Punjab,Bathinda,3012.0,0.5030129093362417,0,0.5839217035106044,3,25,North,2
Punjab,Faridkot,3011.0,0.5493137797244805,1,0.607267754151713,3,25,North,2
Punjab,Fatehgarh Sahib,3006.0,0.6335621696148377,5,0.6845647379428693,6,25,North,2
Punjab,Fazilka,,0.564729868314826,2,0.6138400695906358,4,25,North,2
Punjab,Firozpur,3009.0,0.5910315228096771,3,0.6377659727479253,5,25,North,2
Punjab,Gurdaspur,,0.5683227904888595,2,0.6377338624226196,5,25,North,2
Punjab,Hoshiarpur,3004.0,0.6403501064554179,5,0.7117724631189585,7,25,North,2
Punjab,Jalandhar,3003.0,0.6130699049484553,4,0.6795692771192201,6,25,North,2
Punjab,Kapurthala,3002.0,0.5837130637206458,3,0.6603253497596687,6,25,North,2
Punjab,Ludhiana,3007.0,0.5911273712162664,3,0.6584634261718945,5,25,North,2
Punjab,Mansa,3013.0,0.5837607819510855,3,0.620617458695891,4,25,North,2
Punjab,Moga,3008.0,0.5842512014457824,3,0.6400224985233217,5,25,North,2
Punjab,Muktsar,3010.0,0.5710787043728279,2,0.6205018496980494,4,25,North,2
Punjab,Pathankot,,0.6034135963955222,4,0.658766055705202,5,25,North,2
Punjab,Patiala,3014.0,0.5977967283070281,3,0.6582763760733485,5,25,North,2
Punjab,Rupnagar,3017.0,0.5994548640198827,4,0.6582865037471229,5,25,North,2
Punjab,Sahibzada Ajit Singh Nagar,3018.0,0.6161397656930043,4,0.6861061087504374,6,25,North,2
Punjab,Sangrur,3019.0,0.5878076622903983,3,0.6506833189411316,5,25,North,2
Punjab,Shahid Bhagat Singh Nagar,3005.0,0.6460531466291178,6,0.703949817629138,7,25,North,2
Punjab,Tarn Taran,3016.0,0.6046349331150919,4,0.6330260109744896,4,25,North,2
Rajasthan,Ajmer,8021.0,0.6690956335432382,7,0.6629443908557622,6,26,North,2
Rajasthan,Alwar,8006.0,0.5440057676076354,1,0.5613096736057404,2,26,North,2
Rajasthan,Banswara,8027.0,0.6315079571694711,5,0.5643356044775256,2,26,North,2
Rajasthan,Baran,8030.0,0.6913837237022566,7,0.6372794920451187,5,26,North,2
Rajasthan,Barmer,8017.0,0.6927151750740909,7,0.6547107335520893,5,26,North,2
Rajasthan,Bharatpur,8007.0,0.5387857868003,1,0.5373832497624785,1,26,North,2
Rajasthan,Bhilwara,8024.0,0.6554087422902692,6,0.6152845208373077,4,26,North,2
Rajasthan,Bikaner,8003.0,0.6472063448984126,6,0.6337789660313957,4,26,North,2
Rajasthan,Bundi,8023.0,0.6286168360136178,5,0.5883356353509775,3,26,North,2
Rajasthan,Chittaurgarh,8028.0,0.6521896624993094,6,0.6184411211591369,4,26,North,2
Rajasthan,Churu,8004.0,0.6118078092317436,4,0.6139021092051031,4,26,North,2
Rajasthan,Dausa,8011.0,0.6560621205035196,6,0.6179851782564636,4,26,North,2
Rajasthan,Dhaulpur,8008.0,0.6038876459255225,4,0.568882700337794,2,26,North,2
Rajasthan,Dungarpur,8026.0,0.6571541197225185,6,0.6228655341390283,4,26,North,2
Rajasthan,Ganganagar,8001.0,0.6905297833774895,7,0.6762062010904948,6,26,North,2
Rajasthan,Hanumangarh,8002.0,0.6746479340392845,7,0.6686774054895788,6,26,North,2
Rajasthan,Jaipur,8012.0,0.6920365442344102,7,0.6940735999694972,7,26,North,2
Rajasthan,Jaisalmer,8016.0,0.623078430474004,5,0.5993992822440112,3,26,North,2
Rajasthan,Jalor,8018.0,0.650813399697259,6,0.6272376583642288,4,26,North,2
Rajasthan,Jhalawar,8031.0,0.6591029291459779,6,0.6130651432924382,4,26,North,2
Rajasthan,Jhunjhunun,,0.6721154741779097,7,0.6738976069156464,6,26,North,2
Rajasthan,Jodhpur,8015.0,0.6635177450603194,6,0.6531124726324459,5,26,North,2
Rajasthan,Karauli,8009.0,0.6333875236079991,5,0.5775384973155469,2,26,North,2
Rajasthan,Kota,8029.0,0.6893776919132789,7,0.6996827629826488,7,26,North,2
Rajasthan,Nagaur,8014.0,0.6766719875593424,7,0.6595810019241923,5,26,North,2
Rajasthan,Pali,8020.0,0.6861024453979033,7,0.6824243353999518,6,26,North,2
Rajasthan,Pratapgarh,8033.0,0.6452100364707526,6,0.5833885235134388,3,26,North,2
Rajasthan,Rajsamand,8025.0,0.6362940658274208,5,0.6235957468163124,4,26,North,2
Rajasthan,Sawai Madhopur,8010.0,0.553035693677917,2,0.5432881448630009,1,26,North,2
Rajasthan,Sikar,8013.0,0.6186150582125713,5,0.6390057942939082,5,26,North,2
Rajasthan,Sirohi,8019.0,0.6623625246811813,6,0.613433526770847,4,26,North,2
Rajasthan,Tonk,8022.0,0.6196361675267663,5,0.5856210826716022,3,26,North,2
Rajasthan,Udaipur,8032.0,0.6776798180299862,7,0.6342560098013952,4,26,North,2
Sikkim,East District,11004.0,0.5538036820689684,2,0.6314827944916044,4,27,North-East,3
Sikkim,North  District,11001.0,0.5783870304215633,3,0.6079834564617514,3,27,North-East,3
Sikkim,South District,11003.0,0.6006029378417962,4,0.6491573314776825,5,27,North-East,3
Sikkim,West District,11002.0,0.6232654278072491,5,0.6472690999863411,5,27,North-East,3
Tamil Nadu,Ariyalur,33015.0,0.6426558125601188,5,0.6419034181287874,5,28,South,4
Tamil Nadu,Chennai,33002.0,0.6741965221076976,7,0.758621375904921,7,28,South,4
Tamil Nadu,Coimbatore,33031.0,0.6833960409683376,7,0.7411215376081179,7,28,South,4
Tamil Nadu,Cuddalore,33016.0,0.6362685145095406,5,0.6605856238699559,6,28,South,4
Tamil Nadu,Dharmapuri,33029.0,0.7012743841955407,7,0.7215318790039933,7,28,South,4
Tamil Nadu,Dindigul,33011.0,0.6563707807486019,6,0.6823303469587356,6,28,South,4
Tamil Nadu,Erode,33009.0,0.7154017619524314,7,0.7383179617686735,7,28,South,4
Tamil Nadu,Kancheepuram,33003.0,0.6208746671920773,5,0.6915152255127148,7,28,South,4
Tamil Nadu,Kanniyakumari,33028.0,0.6701520400566364,7,0.7490952646389895,7,28,South,4
Tamil Nadu,Karur,33012.0,0.618621401264791,5,0.660999842554306,6,28,South,4
Tamil Nadu,Krishnagiri,33030.0,0.7001959065107234,7,0.7214282233153405,7,28,South,4
Tamil Nadu,Madurai,33022.0,0.65904785506923,6,0.713197857651048,7,28,South,4
Tamil Nadu,Nagapattinam,33017.0,0.6782764307795313,7,0.6989874595502203,7,28,South,4
Tamil Nadu,Namakkal,33008.0,0.6502132158350205,6,0.7039041958696205,7,28,South,4
Tamil Nadu,Perambalur,33014.0,0.6944526665930258,7,0.7062706356285526,7,28,South,4
Tamil Nadu,Pudukkottai,33020.0,0.6450037387232739,6,0.6382223405534315,5,28,South,4
Tamil Nadu,Ramanathapuram,33025.0,0.6699689901058209,7,0.6974677482726813,7,28,South,4
Tamil Nadu,Salem,33007.0,0.6400386946519365,5,0.6755559965428762,6,28,South,4
Tamil Nadu,Sivaganga,33021.0,0.6652436140933278,6,0.7065329582419774,7,28,South,4
Tamil Nadu,Thanjavur,33019.0,0.6071338954044341,4,0.6696148123041796,6,28,South,4
Tamil Nadu,Theni,33023.0,0.6665377207232718,7,0.7122358362445635,7,28,South,4
Tamil Nadu,The Nilgiris,33010.0,0.7259723273401781,7,0.7596307226335519,7,28,South,4
Tamil Nadu,Thiruvallur,33001.0,0.6333530290858472,5,0.6992462513502576,7,28,South,4
Tamil Nadu,Thiruvarur,33018.0,0.6652598045335716,6,0.6937535461999804,7,28,South,4
Tamil Nadu,Thoothukkudi,33026.0,0.66976112964725,7,0.7190087601511489,7,28,South,4
Tamil Nadu,Tiruchirappalli,33013.0,0.6777059851640614,7,0.697238803616756,7,28,South,4
Tamil Nadu,Tirunelveli,33027.0,0.6703964716747624,7,0.7116297597904946,7,28,South,4
Tamil Nadu,Tiruppur,33032.0,0.6940689441761417,7,0.7333107451386385,7,28,South,4
Tamil Nadu,Tiruvannamalai,33005.0,0.6942683587562607,7,0.6999758918767458,7,28,South,4
Tamil Nadu,Vellore,33004.0,0.6635099147076206,6,0.7024964453458639,7,28,South,4
Tamil Nadu,Viluppuram,33006.0,0.6843302055253363,7,0.6812440429768246,6,28,South,4
Tamil Nadu,Virudhunagar,33023.0,0.6554314111620915,6,0.6840331634637999,6,28,South,4
Telangana,Adilabad,36001.0,0.5651792934410328,2,0.5777800285529264,2,29,South,4
Telangana,Bhadradri Kothagudem,,0.6048108615457032,4,0.6420073352180422,5,29,South,4
Telangana,Hyderabad,36005.0,0.5669547946838788,2,0.6580903389140347,5,29,South,4
Telangana,Jagitial,,0.583164001485113,3,0.6223982784753871,4,29,South,4
Telangana,Jangoan,,0.5926687278242777,3,0.6343435379750002,4,29,South,4
Telangana,Jayashankar Bhupalapally,,0.5964416140723767,3,0.6125052912144875,4,29,South,4
Telangana,Jogulamba Gadwal,,0.5991838182749398,4,0.6050490035037754,3,29,South,4
Telangana,Kamareddy,,0.5681268201562975,2,0.5910785434026524,3,29,South,4
Telangana,Karimnagar,36003.0,0.5475981040418536,1,0.6150868063138613,4,29,South,4
Telangana,Khammam,36010.0,0.5953169286270836,3,0.6514166887583885,5,29,South,4
Telangana,Komaram Bheem Asifabad,,0.5945788386573799,3,0.587129290583926,3,29,South,4
Telangana,Mahabubabad,36007.0,0.5882324003769902,3,0.6141803123764992,4,29,South,4
Telangana,Mahabubnagar,36007.0,0.6289530802046575,5,0.6410107072775549,5,29,South,4
Telangana,Mancherial,,0.5576243074206787,2,0.614767331672933,4,29,South,4
Telangana,Medak,36004.0,0.554214999427319,2,0.5816426448210107,3,29,South,4
Telangana,Medchal-Malkajgiri,,0.5867265015754589,3,0.6628404420148398,6,29,South,4
Telangana,Nagarkurnool,,0.6127940827039419,4,0.6255355295622583,4,29,South,4
Telangana,Nalgonda,36008.0,0.6146733360275944,4,0.6378508645953599,5,29,South,4
Telangana,Nirmal,,0.5830144302496455,3,0.609432772670994,4,29,South,4
Telangana,Nizamabad,36002.0,0.5845496519564554,3,0.6259499401100543,4,29,South,4
Telangana,Peddapalli,,0.5984637429472833,3,0.6442638381307221,5,29,South,4
Telangana,Rajanna Sircilla,,0.6062464932280808,4,0.6488617186696137,5,29,South,4
Telangana,Ranga Reddy,36006.0,0.5827242602756657,3,0.6439035740016026,5,29,South,4
Telangana,Sangareddy,,0.5747444584857997,2,0.6049199250326864,3,29,South,4
Telangana,Siddipet,,0.576072279100407,2,0.6324642352502312,4,29,South,4
Telangana,Suryapet,,0.5637627059031259,2,0.6185041344163522,4,29,South,4
Telangana,Vikarabad,,0.5479012033304308,1,0.5636798630752857,2,29,South,4
Telangana,Wanaparthy,,0.6096012702500649,4,0.6214320691622122,4,29,South,4
Telangana,Warangal Rural,36009.0,0.570568881862589,2,0.6075854138127068,3,29,South,4
Telangana,Warangal Urban,36009.0,0.5829968706114199,3,0.6451399942840321,5,29,South,4
Telangana,Yadadri Bhuvanagiri,,0.6035883429853836,4,0.6485450146368252,5,29,South,4
Tripura,Dhalai,16003.0,0.5594850952562176,2,0.520397231203108,1,30,North-East,3
Tripura,Gomati,,0.5204900628753547,1,0.5405903437578348,1,30,North-East,3
Tripura,Khowai,,0.5359437239712328,1,0.5344588831952111,1,30,North-East,3
Tripura,North Tripura,16004.0,0.5336544757117031,1,0.5364303111197041,1,30,North-East,3
Tripura,Sepahijala,,0.5189066129456256,1,0.5420044513906757,1,30,North-East,3
Tripura,South Tripura,16002.0,0.47855365429151214,0,0.4996676479070391,0,30,North-East,3
Tripura,Unakoti,,0.45590231854949864,0,0.4698850441728557,0,30,North-East,3
Tripura,West Tripura,16001.0,0.5954541872001088,3,0.6279955947070951,4,30,North-East,3
Uttarakhand,Almora,5009.0,0.6285802830659845,5,0.665829650114228,6,32,North,2
Uttarakhand,Bageshwar,5008.0,0.6399951868637811,5,0.6640300911050646,6,32,North,2
Uttarakhand,Chamoli,5002.0,0.6547754728472361,6,0.6769875619153717,6,32,North,2
Uttarakhand,Champawat,5010.0,0.6701354092117294,7,0.677016197758155,6,32,North,2
Uttarakhand,Dehradun,5005.0,0.634393282867484,5,0.6915153953586824,7,32,North,2
